#"","INTLDES","NORAD_CAT_ID","OBJECT_TYPE","SATNAME","COUNTRY","LAUNCH","SITE","DECAY","PERIOD","INCLINATION","APOGEE","PERIGEE","COMMENT","COMMENTCODE","RCSVALUE","RCS_SIZE","FILE","LAUNCH_YEAR","LAUNCH_NUM","LAUNCH_PIECE","CURRENT","OBJECT_NAME","OBJECT_ID","OBJECT_NUMBER"
"33251","1998-067QG",44331,"PAYLOAD","UGUISU","JPN","1998-11-20","TTMTR","",92.76,51.64,414,405,"",NA,0,"SMALL",7012,1998,67,"QG","Y","UGUISU","1998-067QG",44331
"33255","2017-008BC",41998,"PAYLOAD","LEMUR 2 MIA-GRACE","US","2017-02-15","SRI","",94.46,97.4,498,487,"",NA,0,"SMALL",7012,2017,8,"BC","Y","LEMUR 2 MIA-GRACE","2017-008BC",41998
"33259","2017-008BF",42001,"PAYLOAD","FLOCK 3P 49","US","2017-02-15","SRI","",94.39,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"BF","Y","FLOCK 3P 49","2017-008BF",42001
"33260","2017-011A",42058,"PAYLOAD","USA 274","US","2017-03-01","AFWTR","",107.4,63.44,1157,1056,"",NA,0,"",6895,2017,11,"A","Y","USA 274","2017-011A",42058
"33261","2017-039K",42812,"PAYLOAD","IRIDIUM 121","US","2017-06-25","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",6998,2017,39,"K","Y","IRIDIUM 121","2017-039K",42812
"33262","2017-055A",42939,"PAYLOAD","COSMOS 2522 (GLONASS)","CIS","2017-09-22","PKMTR","",675.73,64.48,19153,19107,"",NA,0,"LARGE",7010,2017,55,"A","Y","COSMOS 2522 (GLONASS)","2017-055A",42939
"33263","2017-008BH",42003,"PAYLOAD","FLOCK 3P 68","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"BH","Y","FLOCK 3P 68","2017-008BH",42003
"33264","2019-033A",44322,"PAYLOAD","RCM-1","CA","2019-06-12","AFWTR","",96.56,97.78,599,588,"",NA,0,"LARGE",7015,2019,33,"A","Y","RCM-1","2019-033A",44322
"33265","2017-061K",42964,"PAYLOAD","IRIDIUM 125","US","2017-10-09","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,61,"K","Y","IRIDIUM 125","2017-061K",42964
"33266","2001-053B",26988,"PAYLOAD","COSMOS 2381 (GLONASS)","CIS","2001-12-01","TTMTR","",675.72,63,19232,19027,"",NA,0,"LARGE",7012,2001,53,"B","Y","COSMOS 2381 (GLONASS)","2001-053B",26988
"33267","2019-029AS",44275,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,551,549,"",NA,0,"LARGE",7012,2019,29,"AS","Y","STARLINK","2019-029AS",44275
"33271","1998-067QM",44427,"PAYLOAD","SWIATOWID","POL","1998-11-20","TTMTR","",92.8,51.64,414,409,"",NA,0,"SMALL",7015,1998,67,"QM","Y","SWIATOWID","1998-067QM",44427
"33273","2016-010A",41334,"PAYLOAD","USA 267","US","2016-02-10","AFWTR","",107.35,123,1107,1101,"",NA,0,"",6990,2016,10,"A","Y","USA 267","2016-010A",41334
"33274","1997-051C",24946,"PAYLOAD","IRIDIUM 33","US","1997-09-14","TTMTR","",100.44,86.39,784,775,"",NA,0,"LARGE",6998,1997,51,"C","Y","IRIDIUM 33","1997-051C",24946
"33276","2011-037A",37755,"PAYLOAD","SPEKTR R","CIS","2011-07-18","TTMTR","",12172.5,51.59,314939,22876,"",1,0,"LARGE",6723,2011,37,"A","Y","SPEKTR R","2011-037A",37755
"33277","2018-033B",43272,"PAYLOAD","HYLAS 4","UK","2018-04-05","FRGUI","",1436.13,0.07,35805,35769,"",NA,0,"LARGE",7015,2018,33,"B","Y","HYLAS 4","2018-033B",43272
"33281","2019-029AH",44266,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,52.99,551,549,"",NA,0,"LARGE",7012,2019,29,"AH","Y","STARLINK","2019-029AH",44266
"33284","2019-029AM",44270,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"AM","Y","STARLINK","2019-029AM",44270
"33287","1997-056C",24967,"PAYLOAD","IRIDIUM 36","US","1997-09-27","AFWTR","",100.3,86.4,774,771,"",NA,0,"LARGE",6998,1997,56,"C","Y","IRIDIUM 36","1997-056C",24967
"33291","2009-020A",34810,"PAYLOAD","SICRAL 1B","IT","2009-04-20","SEAL","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2009,20,"A","Y","SICRAL 1B","2009-020A",34810
"33292","2017-008CH",42027,"PAYLOAD","FLOCK 3P 66","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"CH","Y","FLOCK 3P 66","2017-008CH",42027
"33293","2011-076A",38007,"PAYLOAD","ELISA W11","FR","2011-12-17","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2011,76,"A","Y","ELISA W11","2011-076A",38007
"33294","2011-076B",38008,"PAYLOAD","ELISA E24","FR","2011-12-17","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2011,76,"B","Y","ELISA E24","2011-076B",38008
"33295","2019-029AZ",44282,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",94.57,53.03,499,496,"",NA,0,"LARGE",7012,2019,29,"AZ","Y","STARLINK","2019-029AZ",44282
"33296","2017-008CJ",42028,"PAYLOAD","FLOCK 3P 65","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"CJ","Y","FLOCK 3P 65","2017-008CJ",42028
"33297","2017-008CK",42029,"PAYLOAD","FLOCK 3P 50","US","2017-02-15","SRI","",94.4,97.41,495,484,"",NA,0,"SMALL",7012,2017,8,"CK","Y","FLOCK 3P 50","2017-008CK",42029
"33298","2019-029BA",44283,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"MEDIUM",7012,2019,29,"BA","Y","STARLINK","2019-029BA",44283
"33299","2011-076C",38009,"PAYLOAD","ELISA W23","FR","2011-12-17","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2011,76,"C","Y","ELISA W23","2011-076C",38009
"33300","2011-076D",38010,"PAYLOAD","ELISA E12","FR","2011-12-17","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2011,76,"D","Y","ELISA E12","2011-076D",38010
"33301","2018-034E",43279,"PAYLOAD","WEINA 1B","PRC","2018-04-10","JSC","",107.05,63.41,1128,1052,"",NA,0,"MEDIUM",7015,2018,34,"E","Y","WEINA 1B","2018-034E",43279
"33302","2001-055B",26998,"PAYLOAD","TIMED","US","2001-12-07","AFWTR","",96.77,74.07,605,603,"",NA,0,"LARGE",7012,2001,55,"B","Y","TIMED","2001-055B",26998
"33303","2001-056C",27003,"PAYLOAD","BADR B","PAKI","2001-12-10","TTMTR","",105.09,99.47,1014,983,"",NA,0,"MEDIUM",7012,2001,56,"C","Y","BADR B","2001-056C",27003
"33304","2013-002A",39061,"PAYLOAD","IGS 8A","JPN","2013-01-27","TNSTA","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2013,2,"A","Y","IGS 8A","2013-002A",39061
"33305","2019-034B",44334,"PAYLOAD","EUTELSAT 7C","EUTE","2019-06-20","FRGUI","",972.08,3.63,44883,7372,"",NA,0,"LARGE",7015,2019,34,"B","Y","EUTELSAT 7C","2019-034B",44334
"33306","2017-008CF",42025,"PAYLOAD","FLOCK 3P 77","US","2017-02-15","SRI","",94.39,97.41,494,484,"",NA,0,"SMALL",7012,2017,8,"CF","Y","FLOCK 3P 77","2017-008CF",42025
"33307","2006-060A",29658,"PAYLOAD","SAR LUPE 1","GER","2006-12-19","PKMTR","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2006,60,"A","Y","SAR LUPE 1","2006-060A",29658
"33308","2017-061G",42961,"PAYLOAD","IRIDIUM 132","US","2017-10-09","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,61,"G","Y","IRIDIUM 132","2017-061G",42961
"33309","2001-055A",26997,"PAYLOAD","JASON","US","2001-12-07","AFWTR","",112.15,66.04,1331,1320,"",NA,0,"LARGE",7012,2001,55,"A","Y","JASON","2001-055A",26997
"33310","1994-011B",23000,"PAYLOAD","COSMOS 2269","CIS","1994-02-12","PKMTR","",114.12,82.57,1421,1409,"",NA,0,"LARGE",7012,1994,11,"B","Y","COSMOS 2269","1994-011B",23000
"33311","2019-029AU",44277,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"AU","Y","STARLINK","2019-029AU",44277
"33313","2017-061F",42960,"PAYLOAD","IRIDIUM 107","US","2017-10-09","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,61,"F","Y","IRIDIUM 107","2017-061F",42960
"33314","2017-061D",42958,"PAYLOAD","IRIDIUM 129","US","2017-10-09","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,61,"D","Y","IRIDIUM 129","2017-061D",42958
"33316","2018-096N",43731,"PAYLOAD","LEMUR 2 ORZULAK","US","2018-11-29","SRI","",94.27,97.46,498,468,"",NA,0,"SMALL",7015,2018,96,"N","Y","LEMUR 2 ORZULAK","2018-096N",43731
"33318","2019-039D",44424,"PAYLOAD","COSMOS 2538","CIS","2019-07-10","PKMTR","",97.01,97.89,623,607,"",NA,0,"MEDIUM",7015,2019,39,"D","Y","COSMOS 2538","2019-039D",44424
"33319","2001-005A",26694,"PAYLOAD","SICRAL 1","IT","2001-02-07","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2001,5,"A","Y","SICRAL 1","2001-005A",26694
"33320","2019-034A",44333,"PAYLOAD","AT&T T-16","US","2019-06-20","FRGUI","",1432.88,0.03,35732,35715,"",NA,0,"LARGE",7015,2019,34,"A","Y","AT&T T-16","2019-034A",44333
"33324","2001-056E",27005,"PAYLOAD","REFLECTOR","CIS","2001-12-10","TTMTR","",105.05,99.43,1011,983,"",NA,0,"MEDIUM",7012,2001,56,"E","Y","REFLECTOR","2001-056E",27005
"33325","2019-029AG",44265,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"AG","Y","STARLINK","2019-029AG",44265
"33326","1998-067QR",44431,"PAYLOAD","VCC B","US","1998-11-20","TTMTR","",92.78,51.64,413,409,"",NA,0,"MEDIUM",7015,1998,67,"QR","Y","VCC B","1998-067QR",44431
"33327","2001-049A",26957,"PAYLOAD","TES","IND","2001-10-22","SRI","",95.29,97.7,558,507,"",NA,0,"LARGE",7012,2001,49,"A","Y","TES","2001-049A",26957
"33330","2017-008AV",41991,"PAYLOAD","LEMUR 2 JOBANPUTRA","US","2017-02-15","SRI","",94.47,97.4,498,488,"",NA,0,"SMALL",7012,2017,8,"AV","Y","LEMUR 2 JOBANPUTRA","2017-008AV",41991
"33336","2018-100B",43824,"PAYLOAD","GSAT 11","IND","2018-12-04","FRGUI","",1436.09,0.13,35818,35755,"",NA,0,"LARGE",7015,2018,100,"B","Y","GSAT 11","2018-100B",43824
"33338","2018-100A",43823,"PAYLOAD","GEO-KOMPSAT-2A","SKOR","2018-12-04","FRGUI","",1436.11,0.02,35796,35778,"",NA,0,"LARGE",7015,2018,100,"A","Y","GEO-KOMPSAT-2A","2018-100A",43823
"33339","2018-099AX",43803,"PAYLOAD","JY1SAT","JOR","2018-12-03","AFWTR","",96.3,97.74,592,570,"",NA,0,"SMALL",7015,2018,99,"AX","Y","JY1SAT","2018-099AX",43803
"33341","2017-037E",42986,"PAYLOAD","COSMOS 2523","CIS","2017-06-23","PKMTR","",96.86,97.8,663,554,"",NA,0,"MEDIUM",7012,2017,37,"E","Y","COSMOS 2523","2017-037E",42986
"33342","2017-008AW",41992,"PAYLOAD","LEMUR 2 SPIRE-MINIONS","US","2017-02-15","SRI","",94.41,97.4,495,485,"",NA,0,"SMALL",7012,2017,8,"AW","Y","LEMUR 2 SPIRE-MINIONS","2017-008AW",41992
"33343","2017-068A",42987,"PAYLOAD","SKYSAT C11","US","2017-10-31","AFWTR","",94.62,97.44,507,493,"",NA,0,"MEDIUM",7012,2017,68,"A","Y","SKYSAT C11","2017-068A",42987
"33344","2017-008AU",41990,"PAYLOAD","FLOCK 3P 33","US","2017-02-15","SRI","",94.4,97.4,494,485,"",NA,0,"SMALL",7012,2017,8,"AU","Y","FLOCK 3P 33","2017-008AU",41990
"33345","1994-011A",22999,"PAYLOAD","COSMOS 2268","CIS","1994-02-12","PKMTR","",114.18,82.58,1427,1410,"",NA,0,"LARGE",7012,1994,11,"A","Y","COSMOS 2268","1994-011A",22999
"33347","2018-065A",43592,"PAYLOAD","PARKER SOLAR PROBE","US","2018-08-12","AFETR","",NA,NA,NA,NA,"HELIOCENTRIC ORBIT (SUN)",NA,0,"",6654,2018,65,"A","Y","PARKER SOLAR PROBE","2018-065A",43592
"33351","2019-029BH",44290,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53.01,550,550,"",NA,0,"LARGE",7015,2019,29,"BH","Y","STARLINK","2019-029BH",44290
"33352","2017-068C",42989,"PAYLOAD","SKYSAT C9","US","2017-10-31","AFWTR","",94.62,97.44,502,499,"",NA,0,"MEDIUM",7012,2017,68,"C","Y","SKYSAT C9","2017-068C",42989
"33353","2017-068B",42988,"PAYLOAD","SKYSAT C10","US","2017-10-31","AFWTR","",94.62,97.44,504,496,"",NA,0,"MEDIUM",7012,2017,68,"B","Y","SKYSAT C10","2017-068B",42988
"33361","2019-029AC",44261,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"AC","Y","STARLINK","2019-029AC",44261
"33362","2017-008AZ",41995,"PAYLOAD","LEMUR 2 RDEATON","US","2017-02-15","SRI","",94.45,97.4,498,486,"",NA,0,"SMALL",7012,2017,8,"AZ","Y","LEMUR 2 RDEATON","2017-008AZ",41995
"33370","2001-049C",26959,"PAYLOAD","BIRD 2","GER","2001-10-22","SRI","",93.69,97.87,462,449,"",NA,0,"MEDIUM",7012,2001,49,"C","Y","BIRD 2","2001-049C",26959
"33372","2017-008BA",41996,"PAYLOAD","LEMUR 2 TACHIKOMA","US","2017-02-15","SRI","",94.42,97.4,496,485,"",NA,0,"SMALL",7012,2017,8,"BA","Y","LEMUR 2 TACHIKOMA","2017-008BA",41996
"33374","2019-031A",44307,"PAYLOAD","YAMAL 601","CIS","2019-05-30","TTMTR","",1436.08,0.01,35795,35777,"",NA,0,"",7015,2019,31,"A","Y","YAMAL 601","2019-031A",44307
"33376","2019-029AE",44263,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.72,53,554,552,"",NA,0,"LARGE",7012,2019,29,"AE","Y","STARLINK","2019-029AE",44263
"33378","2018-080A",43653,"PAYLOAD","BEPICOLOMBO","ESA","2018-10-20","FRGUI","",NA,NA,NA,NA,"HELIOCENTRIC ORBIT (SUN)",NA,0,"",6721,2018,80,"A","Y","BEPICOLOMBO","2018-080A",43653
"33379","2019-029R",44250,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7008,2019,29,"R","Y","STARLINK","2019-029R",44250
"33380","2019-037C",44367,"PAYLOAD","GLOBAL-3","US","2019-06-29","RLLC","",93.65,45.01,459,447,"",NA,0,"MEDIUM",7009,2019,37,"C","Y","GLOBAL-3","2019-037C",44367
"33383","1998-067NF",42983,"PAYLOAD","SIMPL","US","1998-11-20","TTMTR","",92.36,51.64,393,388,"",NA,0,"MEDIUM",7012,1998,67,"NF","Y","SIMPL","1998-067NF",42983
"33385","2001-049B",26958,"PAYLOAD","PROBA 1","ESA","2001-10-22","SRI","",96.3,97.67,631,531,"",NA,0,"MEDIUM",7012,2001,49,"B","Y","PROBA 1","2001-049B",26958
"33386","2008-051A",33401,"PAYLOAD","IBEX","US","2008-10-19","WRAS","",14240.94,30.22,333432,43051,"",3,0,"SMALL",6679,2008,51,"A","Y","IBEX","2008-051A",33401
"33394","1963-039C",692,"PAYLOAD","VELA 1","US","1963-10-17","AFETR","",6492.84,27.2,182659,35160,"",1,0,"LARGE",6690,1963,39,"C","Y","VELA 1","1963-039C",692
"33397","2019-047A",44455,"PAYLOAD","PROGRESS MS-12","CIS","2019-07-31","TTMTR","",92.84,51.64,418,409,"",NA,0,"",7012,2019,47,"A","Y","PROGRESS MS-12","2019-047A",44455
"33398","1999-041B",25873,"PAYLOAD","GLOBALSTAR M026","GLOB","1999-07-25","AFETR","",130.11,52,2127,2127,"",NA,0,"LARGE",7005,1999,41,"B","Y","GLOBALSTAR M026","1999-041B",25873
"33399","2019-029AF",44264,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"AF","Y","STARLINK","2019-029AF",44264
"33400","2014-019A",39650,"PAYLOAD","OFEQ 10","ISRA","2014-04-09","YAVNE","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2014,19,"A","Y","OFEQ 10","2014-019A",39650
"33401","2019-036X",44360,"PAYLOAD","CP-9 LEO","US","2019-06-25","AFETR","",96.05,28.52,840,298,"",NA,0,"SMALL",7015,2019,36,"X","Y","CP-9 LEO","2019-036X",44360
"33403","2019-037K",44374,"PAYLOAD","PROMETHEUS 2-7","US","2019-06-29","RLLC","",93.66,45.02,459,448,"",NA,0,"SMALL",7015,2019,37,"K","Y","PROMETHEUS 2-7","2019-037K",44374
"33404","2019-024C",44209,"PAYLOAD","TIANHUI 2-01B","PRC","2019-04-29","TSC","",94.94,97.45,517,515,"",NA,0,"LARGE",7008,2019,24,"C","Y","TIANHUI 2-01B","2019-024C",44209
"33405","2019-038X",44407,"PAYLOAD","LEMUR 2 ALEX-MADDY","US","2019-07-05","VOSTO","",95.25,97.49,548,513,"",NA,0,"SMALL",7015,2019,38,"X","Y","LEMUR 2 ALEX-MADDY","2019-038X",44407
"33406","2011-061E",37854,"PAYLOAD","AUBIESAT-1","US","2011-10-28","AFWTR","",95.59,101.7,658,436,"",NA,0,"SMALL",6992,2011,61,"E","Y","AUBIESAT-1","2011-061E",37854
"33407","2019-038T",44403,"PAYLOAD","LEMUR 2 MORAG","US","2019-07-05","VOSTO","",95.25,97.49,548,513,"",NA,0,"SMALL",7015,2019,38,"T","Y","LEMUR 2 MORAG","2019-038T",44403
"33409","1999-025A",25730,"PAYLOAD","FENGYUN 1C","PRC","1999-05-10","TSC","",101.73,99.07,850,831,"",NA,0,"MEDIUM",7005,1999,25,"A","Y","FENGYUN 1C","1999-025A",25730
"33411","2017-058B",42946,"PAYLOAD","YAOGAN-30 B","PRC","2017-09-29","XSC","",96.67,35,601,597,"",NA,0,"LARGE",7012,2017,58,"B","Y","YAOGAN-30 B","2017-058B",42946
"33415","2014-083C",40350,"PAYLOAD","O3B FM12","O3B","2014-12-18","FRGUI","",287.93,0.05,8070,8062,"",NA,0,"LARGE",6818,2014,83,"C","Y","O3B FM12","2014-083C",40350
"33417","1994-011E",23003,"PAYLOAD","COSMOS 2272","CIS","1994-02-12","PKMTR","",113.89,82.57,1415,1395,"",NA,0,"MEDIUM",7012,1994,11,"E","Y","COSMOS 2272","1994-011E",23003
"33418","1994-011C",23001,"PAYLOAD","COSMOS 2270","CIS","1994-02-12","PKMTR","",114.03,82.57,1418,1405,"",NA,0,"LARGE",7012,1994,11,"C","Y","COSMOS 2270","1994-011C",23001
"33424","2018-099AM",43793,"PAYLOAD","CSIM","US","2018-12-03","AFWTR","",96.27,97.74,590,570,"",NA,0,"MEDIUM",7015,2018,99,"AM","Y","CSIM","2018-099AM",43793
"33430","2019-037B",44366,"PAYLOAD","PROMETHEUS 2-9","US","2019-06-29","RLLC","",93.66,45.01,459,448,"",NA,0,"SMALL",7015,2019,37,"B","Y","PROMETHEUS 2-9","2019-037B",44366
"33431","2019-037F",44370,"PAYLOAD","SPACEBEE-9","US","2019-06-29","RLLC","",93.55,45.01,458,438,"",NA,0,"SMALL",7015,2019,37,"F","Y","SPACEBEE-9","2019-037F",44370
"33436","2019-037G",44371,"PAYLOAD","SPACEBEE-8","US","2019-06-29","RLLC","",93.53,45.01,459,435,"",NA,0,"SMALL",7015,2019,37,"G","Y","SPACEBEE-8","2019-037G",44371
"33437","1999-049A",25907,"PAYLOAD","GLOBALSTAR M058","GLOB","1999-09-22","TTMTR","",120.69,51.99,1713,1710,"",NA,0,"LARGE",7005,1999,49,"A","Y","GLOBALSTAR M058","1999-049A",25907
"33439","1994-021A",23043,"PAYLOAD","COSMOS 2276 (GLONASS)","CIS","1994-04-11","TTMTR","",675.74,64.73,19175,19085,"",NA,0,"LARGE",7012,1994,21,"A","Y","COSMOS 2276 (GLONASS)","1994-021A",23043
"33440","2019-036AB",44386,"PAYLOAD","PROMETHEUS 2-6","US","2019-06-25","AFETR","",96.11,28.53,840,304,"",NA,0,"SMALL",7015,2019,36,"AB","Y","PROMETHEUS 2-6","2019-036AB",44386
"33442","2016-062E",41873,"PAYLOAD","LEMUR 2 ANUBHAVTHAKUR","US","2016-10-17","WLPIS","",94.53,51.71,500,492,"",NA,0,"SMALL",6998,2016,62,"E","Y","LEMUR 2 ANUBHAVTHAKUR","2016-062E",41873
"33443","2019-033C",44324,"PAYLOAD","RCM-2","CA","2019-06-12","AFWTR","",96.47,97.77,591,588,"",NA,0,"LARGE",7012,2019,33,"C","Y","RCM-2","2019-033C",44324
"33448","2017-049A",42920,"PAYLOAD","FORMOSAT-5","ROC","2017-08-24","AFWTR","",99.25,98.33,730,716,"",NA,0,"LARGE",7012,2017,49,"A","Y","FORMOSAT-5","2017-049A",42920
"33449","1994-016A",23027,"PAYLOAD","NAVSTAR 36 (USA 100)","US","1994-03-10","AFETR","",717.98,54.94,20568,19796,"",NA,0,"LARGE",7012,1994,16,"A","Y","NAVSTAR 36 (USA 100)","1994-016A",23027
"33451","1993-010B",22513,"PAYLOAD","COSMOS 2236 (GLONASS)","CIS","1993-02-17","TTMTR","",675.72,64.07,19140,19120,"",NA,0,"LARGE",7012,1993,10,"B","Y","COSMOS 2236 (GLONASS)","1993-010B",22513
"33452","2019-033B",44323,"PAYLOAD","RCM-3","CA","2019-06-12","AFWTR","",96.48,97.76,591,589,"",NA,0,"LARGE",7012,2019,33,"B","Y","RCM-3","2019-033B",44323
"33453","2016-067E",41852,"PAYLOAD","AEROCUBE 8D","US","2016-11-11","AFWTR","",96.21,97.92,583,571,"",NA,0,"SMALL",6998,2016,67,"E","Y","AEROCUBE 8D","2016-067E",41852
"33454","1993-010A",22512,"PAYLOAD","COSMOS 2234 (GLONASS)","CIS","1993-02-17","TTMTR","",675.73,64.08,19187,19072,"",NA,0,"LARGE",7012,1993,10,"A","Y","COSMOS 2234 (GLONASS)","1993-010A",22512
"33455","2017-036M",42776,"PAYLOAD","URSA MAIOR","IT","2017-06-23","SRI","",94.64,97.35,512,491,"",NA,0,"SMALL",6998,2017,36,"M","Y","URSA MAIOR","2017-036M",42776
"33456","1993-010C",22514,"PAYLOAD","COSMOS 2235 (GLONASS)","CIS","1993-02-17","TTMTR","",675.73,64.09,19160,19100,"",NA,0,"LARGE",7012,1993,10,"C","Y","COSMOS 2235 (GLONASS)","1993-010C",22514
"33457","2018-099F",43763,"PAYLOAD","UPPER FREE FLYER","US","2018-12-03","AFWTR","",96.28,97.74,590,571,"",NA,0,"LARGE",7015,2018,99,"F","Y","UPPER FREE FLYER","2018-099F",43763
"33458","2002-037A",27470,"PAYLOAD","COSMOS 2392","CIS","2002-07-25","TTMTR","",119.33,63.42,2044,1257,"",NA,0,"LARGE",7012,2002,37,"A","Y","COSMOS 2392","2002-037A",27470
"33459","2018-096X",43740,"PAYLOAD","FLOCK 3R 10","US","2018-11-29","SRI","",94.29,97.46,497,471,"",NA,0,"SMALL",7015,2018,96,"X","Y","FLOCK 3R 10","2018-096X",43740
"33460","1994-011F",23004,"PAYLOAD","COSMOS 2273","CIS","1994-02-12","PKMTR","",114.03,82.58,1416,1407,"",NA,0,"LARGE",7012,1994,11,"F","Y","COSMOS 2273","1994-011F",23004
"33461","2018-096Y",43741,"PAYLOAD","FLOCK 3R 6","US","2018-11-29","SRI","",94.28,97.46,496,472,"",NA,0,"SMALL",7015,2018,96,"Y","Y","FLOCK 3R 6","2018-096Y",43741
"33462","1994-023A",23087,"PAYLOAD","COSMOS 2278","CIS","1994-04-23","TTMTR","",101.85,71.05,852,841,"",NA,0,"LARGE",7012,1994,23,"A","Y","COSMOS 2278","1994-023A",23087
"33463","2017-036AC",42791,"PAYLOAD","VENTA 1","CIS","2017-06-23","SRI","",94.56,97.35,506,488,"",NA,0,"MEDIUM",6998,2017,36,"AC","Y","VENTA 1","2017-036AC",42791
"33464","2017-058A",42945,"PAYLOAD","YAOGAN-30 A","PRC","2017-09-29","XSC","",96.67,35,601,597,"",NA,0,"LARGE",7012,2017,58,"A","Y","YAOGAN-30 A","2017-058A",42945
"33465","2017-036E",42769,"PAYLOAD","CE-SAT 1","JPN","2017-06-23","SRI","",94.7,97.35,516,492,"",NA,0,"MEDIUM",7001,2017,36,"E","Y","CE-SAT 1","2017-036E",42769
"33466","2003-049A",28057,"PAYLOAD","CBERS 2","CHBZ","2003-10-21","TSC","",100.31,98.43,774,772,"",NA,0,"LARGE",7005,2003,49,"A","Y","CBERS 2","2003-049A",28057
"33468","2018-097C",43753,"PAYLOAD","COSMOS 2532","CIS","2018-11-30","PKMTR","",115.86,82.52,1509,1479,"",NA,0,"LARGE",7015,2018,97,"C","Y","COSMOS 2532","2018-097C",43753
"33469","2018-099AA",43782,"PAYLOAD","SNUSAT-2","SKOR","2018-12-03","AFWTR","",96.32,97.74,592,573,"",NA,0,"SMALL",7015,2018,99,"AA","Y","SNUSAT-2","2018-099AA",43782
"33472","2017-036S",42781,"PAYLOAD","LEMUR 2 SAM-AMELIA","US","2017-06-23","SRI","",94.54,97.35,506,487,"",NA,0,"SMALL",6998,2017,36,"S","Y","LEMUR 2 SAM-AMELIA","2017-036S",42781
"33473","1998-067QL",44426,"PAYLOAD","KRAKSAT","POL","1998-11-20","TTMTR","",92.79,51.64,414,408,"",NA,0,"SMALL",7009,1998,67,"QL","Y","KRAKSAT","1998-067QL",44426
"33475","2019-036W",44359,"PAYLOAD","TBEX-B","US","2019-06-25","AFETR","",96.02,28.52,835,300,"",NA,0,"MEDIUM",7015,2019,36,"W","Y","TBEX-B","2019-036W",44359
"33476","2015-004A",40381,"PAYLOAD","IGS","JPN","2015-02-01","TNSTA","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2015,4,"A","Y","IGS","2015-004A",40381
"33477","2018-096U",43737,"PAYLOAD","CICERO 8","US","2018-11-29","SRI","",94.24,97.46,498,466,"",NA,0,"MEDIUM",7015,2018,96,"U","Y","CICERO 8","2018-096U",43737
"33478","2002-036B",27465,"PAYLOAD","COSMOS 2391","CIS","2002-07-08","PKMTR","",115.67,82.48,1507,1465,"",NA,0,"MEDIUM",7012,2002,36,"B","Y","COSMOS 2391","2002-036B",27465
"33479","1998-067QF",44330,"PAYLOAD","RAAVANA1","LKA","1998-11-20","TTMTR","",92.76,51.64,414,405,"",NA,0,"SMALL",7012,1998,67,"QF","Y","RAAVANA1","1998-067QF",44330
