#"","INTLDES","NORAD_CAT_ID","OBJECT_TYPE","SATNAME","COUNTRY","LAUNCH","SITE","DECAY","PERIOD","INCLINATION","APOGEE","PERIGEE","COMMENT","COMMENTCODE","RCSVALUE","RCS_SIZE","FILE","LAUNCH_YEAR","LAUNCH_NUM","LAUNCH_PIECE","CURRENT","OBJECT_NAME","OBJECT_ID","OBJECT_NUMBER"
"37791","1991-015B",21140,"PAYLOAD","METEOSAT 5 (MOP 2)","ESA","1991-03-02","FRGUI","",1462.65,15.27,36333,36276,"",NA,0,"LARGE",7015,1991,15,"B","Y","METEOSAT 5 (MOP 2)","1991-015B",21140
"37792","1987-098A",18585,"PAYLOAD","COSMOS 1898","CIS","1987-12-01","PKMTR","",100.45,74.01,795,764,"",NA,0,"LARGE",7011,1987,98,"A","Y","COSMOS 1898","1987-098A",18585
"37794","1973-034A",6659,"PAYLOAD","METEOR 1-15","CIS","1973-05-29","PKMTR","",102.13,81.19,878,841,"",NA,0,"LARGE",7012,1973,34,"A","Y","METEOR 1-15","1973-034A",6659
"37795","1991-012A",21118,"PAYLOAD","MOLNIYA 1-80","CIS","1991-02-15","PKMTR","",701.62,63.83,37628,1927,"",NA,0,"LARGE",7015,1991,12,"A","Y","MOLNIYA 1-80","1991-012A",21118
"37796","1991-054B",21639,"PAYLOAD","TDRS 5","US","1991-08-02","AFETR","",1436.18,14.4,35886,35691,"",NA,0,"LARGE",7015,1991,54,"B","Y","TDRS 5","1991-054B",21639
"37797","1990-094A",20923,"PAYLOAD","GORIZONT 21","CIS","1990-11-03","TTMTR","",1436.45,14.85,35806,35780,"",NA,0,"LARGE",7015,1990,94,"A","Y","GORIZONT 21","1990-094A",20923
"37798","2005-050A",28915,"PAYLOAD","COSMOS 2419 (GLONASS)","CIS","2005-12-25","TTMTR","",675.72,65.86,19170,19090,"",NA,0,"LARGE",7013,2005,50,"A","Y","COSMOS 2419 (GLONASS)","2005-050A",28915
"37799","1989-041A",20040,"PAYLOAD","SUPERBIRD A","JPN","1989-06-05","FRGUI","",1443.76,14.81,35964,35909,"",NA,0,"LARGE",7015,1989,41,"A","Y","SUPERBIRD A","1989-041A",20040
"37800","1981-120D",13000,"PAYLOAD","RADIO 4","CIS","1981-12-17","PKMTR","",119.32,82.97,1664,1636,"",NA,0,"MEDIUM",7014,1981,120,"D","Y","RADIO 4","1981-120D",13000
"37801","1989-028A",19921,"PAYLOAD","COSMOS 2016","CIS","1989-04-04","PKMTR","",104.72,82.96,1010,952,"",NA,0,"LARGE",7015,1989,28,"A","Y","COSMOS 2016","1989-028A",19921
"37802","1992-082A",22245,"PAYLOAD","GORIZONT 27","CIS","1992-11-27","TTMTR","",1437.95,14.99,35888,35758,"",NA,0,"LARGE",7015,1992,82,"A","Y","GORIZONT 27","1992-082A",22245
"37803","1973-086A",6920,"PAYLOAD","NOAA 3","US","1973-11-06","AFWTR","",116.1,102.05,1511,1500,"",NA,0,"LARGE",7012,1973,86,"A","Y","NOAA 3","1973-086A",6920
"37804","1992-084A",22253,"PAYLOAD","SUPERBIRD A1","JPN","1992-12-01","FRGUI","",1452.82,9.62,36167,36059,"",NA,0,"LARGE",7015,1992,84,"A","Y","SUPERBIRD A1","1992-084A",22253
"37805","1993-001A",22307,"PAYLOAD","COSMOS 2230","CIS","1993-01-12","PKMTR","",104.84,82.94,1004,970,"",NA,0,"LARGE",7015,1993,1,"A","Y","COSMOS 2230","1993-001A",22307
"37806","1989-020A",19874,"PAYLOAD","JCSAT 1","JPN","1989-03-06","FRGUI","",1446.78,15.01,36010,35981,"",NA,0,"LARGE",7015,1989,20,"A","Y","JCSAT 1","1989-020A",19874
"37807","1989-016A",19822,"PAYLOAD","EXOS D (AKEBONO)","JPN","1989-02-21","KSCUT","",120.26,75.03,3130,255,"",NA,0,"LARGE",7015,1989,16,"A","Y","EXOS D (AKEBONO)","1989-016A",19822
"37809","2000-004K",26092,"PAYLOAD","PICOSAT 4","US","2000-01-27","AFWTR","",99.76,100.21,771,722,"",NA,0,"SMALL",7006,2000,4,"K","Y","PICOSAT 4","2000-004K",26092
"37810","1979-053A",11397,"PAYLOAD","OPS 7484","US","1979-06-10","AFETR","",1458.3,12.69,36248,36192,"",NA,0,"",7014,1979,53,"A","Y","OPS 7484","1979-053A",11397
"37811","1985-117A",16393,"PAYLOAD","MOLNIYA 3-27","CIS","1985-12-24","PKMTR","",677.96,64.68,35693,2679,"",NA,0,"LARGE",7011,1985,117,"A","Y","MOLNIYA 3-27","1985-117A",16393
"37812","1994-069A",23327,"PAYLOAD","ELEKTRO (GOMS)","CIS","1994-10-31","TTMTR","",1436.02,15.1,35807,35763,"",NA,0,"SMALL",7015,1994,69,"A","Y","ELEKTRO (GOMS)","1994-069A",23327
"37813","1971-119A",5729,"PAYLOAD","AUREOLE 1","FR","1971-12-27","PKMTR","",104.64,73.96,1568,387,"",NA,0,"LARGE",7005,1971,119,"A","Y","AUREOLE 1","1971-119A",5729
"37814","2005-052A",28924,"PAYLOAD","EUTE 172A (GE 23)","EUTE","2005-12-29","TTMTR","",1436.09,0.07,35811,35762,"",NA,0,"LARGE",7013,2005,52,"A","Y","EUTE 172A (GE 23)","2005-052A",28924
"37815","1992-079A",22231,"PAYLOAD","NAVSTAR 28 (USA 85)","US","1992-11-22","AFETR","",761.47,55.18,21335,21153,"",NA,0,"LARGE",7015,1992,79,"A","Y","NAVSTAR 28 (USA 85)","1992-079A",22231
"37816","1973-069F",6850,"PAYLOAD","COSMOS 593","CIS","1973-10-02","PKMTR","",114.32,74,1485,1364,"",NA,0,"MEDIUM",7012,1973,69,"F","Y","COSMOS 593","1973-069F",6850
"37817","1971-028A",5117,"PAYLOAD","COSMOS 405","CIS","1971-04-07","PKMTR","",93.8,81.26,467,453,"",NA,0,"LARGE",7012,1971,28,"A","Y","COSMOS 405","1971-028A",5117
"37818","1989-048A",20083,"PAYLOAD","RADUGA 1-1","CIS","1989-06-21","TTMTR","",1458.85,15.1,36312,36149,"",NA,0,"LARGE",7015,1989,48,"A","Y","RADUGA 1-1","1989-048A",20083
"37819","1980-039A",11803,"PAYLOAD","COSMOS 1181","CIS","1980-05-20","PKMTR","",104.8,82.94,1002,968,"",NA,0,"LARGE",7007,1980,39,"A","Y","COSMOS 1181","1980-039A",11803
"37820","1973-069G",6851,"PAYLOAD","COSMOS 594","CIS","1973-10-02","PKMTR","",114.5,74,1486,1380,"",NA,0,"MEDIUM",7012,1973,69,"G","Y","COSMOS 594","1973-069G",6851
"37821","1991-081A",21796,"PAYLOAD","COSMOS 2173","CIS","1991-11-27","PKMTR","",104.69,82.95,1017,943,"",NA,0,"LARGE",7008,1991,81,"A","Y","COSMOS 2173","1991-081A",21796
"37822","1992-081A",22238,"PAYLOAD","COSMOS 2222","CIS","1992-11-25","PKMTR","",718.96,63.23,39495,917,"",NA,0,"LARGE",7015,1992,81,"A","Y","COSMOS 2222","1992-081A",22238
"37823","1989-046A",20066,"PAYLOAD","USA 39","US","1989-06-14","AFETR","",1457.17,14.6,36207,36189,"",NA,0,"",7015,1989,46,"A","Y","USA 39","1989-046A",20066
"37824","1971-025A",5105,"PAYLOAD","COSMOS 402","CIS","1971-04-01","TTMTR","",104.88,64.98,1023,954,"",NA,0,"LARGE",7012,1971,25,"A","Y","COSMOS 402","1971-025A",5105
"37825","1993-006A",22321,"PAYLOAD","COSMOS 2232","CIS","1993-01-26","PKMTR","",718.33,67.93,36025,4357,"",NA,0,"LARGE",7015,1993,6,"A","Y","COSMOS 2232","1993-006A",22321
"37826","1989-004A",19765,"PAYLOAD","GORIZONT 17","CIS","1989-01-26","TTMTR","",1453.55,14.84,36211,36044,"",NA,0,"LARGE",7015,1989,4,"A","Y","GORIZONT 17","1989-004A",19765
"37827","1971-020A",5050,"PAYLOAD","COSMOS 400","CIS","1971-03-18","PKMTR","",104.95,65.82,1004,980,"",NA,0,"LARGE",7012,1971,20,"A","Y","COSMOS 400","1971-020A",5050
"37828","1988-098A",19621,"PAYLOAD","TDF 1","FR","1988-10-28","FRGUI","",1451.68,15.25,36112,36071,"",NA,0,"LARGE",7015,1988,98,"A","Y","TDF 1","1988-098A",19621
"37829","2006-008C",28982,"PAYLOAD","ST5-C","US","2006-03-22","WRAS","",119.56,105.56,3047,275,"",NA,0,"MEDIUM",7013,2006,8,"C","Y","ST5-C","2006-008C",28982
"37830","1971-086G",5553,"PAYLOAD","COSMOS 450","CIS","1971-10-13","PKMTR","",115.88,74.03,1529,1462,"",NA,0,"MEDIUM",7005,1971,86,"G","Y","COSMOS 450","1971-086G",5553
"37831","1983-084B",14259,"PAYLOAD","COSMOS 1491 (GLONASS)","CIS","1983-08-10","TTMTR","",668.42,63.99,19003,18888,"",NA,0,"LARGE",7003,1983,84,"B","Y","COSMOS 1491 (GLONASS)","1983-084B",14259
"37832","1979-026A",11308,"PAYLOAD","COSMOS 1089","CIS","1979-03-21","PKMTR","",104.71,82.97,998,964,"",NA,0,"LARGE",7014,1979,26,"A","Y","COSMOS 1089","1979-026A",11308
"37833","1970-027A",4366,"PAYLOAD","OPS 7044 (VELA 12)","US","1970-04-08","AFETR","",6712.9,37.11,209718,13283,"",1,0,"SMALL",6931,1970,27,"A","Y","OPS 7044 (VELA 12)","1970-027A",4366
"37834","1975-045B",7822,"PAYLOAD","COSMOS 733","CIS","1975-05-28","PKMTR","",116.24,74.02,1554,1469,"",NA,0,"MEDIUM",6995,1975,45,"B","Y","COSMOS 733","1975-045B",7822
"37835","1988-095A",19596,"PAYLOAD","RADUGA 22","CIS","1988-10-20","TTMTR","",1437.13,14.4,35823,35791,"",NA,0,"LARGE",7015,1988,95,"A","Y","RADUGA 22","1988-095A",19596
"37836","1979-007A",11256,"PAYLOAD","SCATHA","US","1979-01-30","AFETR","",1418.31,15.58,42825,28051,"",NA,0,"LARGE",7014,1979,7,"A","Y","SCATHA","1979-007A",11256
"37837","1973-104A",6985,"PAYLOAD","COSMOS 617","CIS","1973-12-19","PKMTR","",113.97,74.03,1484,1333,"",NA,0,"MEDIUM",7012,1973,104,"A","Y","COSMOS 617","1973-104A",6985
"37838","1971-086F",5552,"PAYLOAD","COSMOS 449","CIS","1971-10-13","PKMTR","",116.25,74.03,1541,1483,"",NA,0,"MEDIUM",7005,1971,86,"F","Y","COSMOS 449","1971-086F",5552
"37839","1971-086C",5549,"PAYLOAD","COSMOS 446","CIS","1971-10-13","PKMTR","",114.79,74.03,1512,1380,"",NA,0,"MEDIUM",7005,1971,86,"C","Y","COSMOS 446","1971-086C",5549
"37840","2000-040A",26407,"PAYLOAD","NAVSTAR 48 (USA 151)","US","2000-07-16","AFETR","",717.99,56.22,20694,19671,"",NA,0,"LARGE",7013,2000,40,"A","Y","NAVSTAR 48 (USA 151)","2000-040A",26407
"37841","1985-094D",16141,"PAYLOAD","COSMOS 1693","CIS","1985-10-09","PKMTR","",113.89,82.61,1416,1394,"",NA,0,"MEDIUM",7011,1985,94,"D","Y","COSMOS 1693","1985-094D",16141
"37842","1989-001A",19749,"PAYLOAD","COSMOS 1987 (GLONASS)","CIS","1989-01-10","TTMTR","",675.73,64.15,19140,19119,"",NA,0,"LARGE",7015,1989,1,"A","Y","COSMOS 1987 (GLONASS)","1989-001A",19749
"37843","1988-066A",19344,"PAYLOAD","COSMOS 1961","CIS","1988-08-01","TTMTR","",1435.91,14.37,35804,35762,"",NA,0,"LARGE",7009,1988,66,"A","Y","COSMOS 1961","1988-066A",19344
"37844","1988-111A",19710,"PAYLOAD","STTW-3","PRC","1988-12-22","XSC","",1436.19,15.12,35808,35769,"",NA,0,"LARGE",7015,1988,111,"A","Y","STTW-3","1988-111A",19710
"37845","1973-088D",6938,"PAYLOAD","OPS 6630 (2)","US","1973-11-10","AFWTR","",114.55,96.93,1455,1415,"",NA,0,"MEDIUM",7012,1973,88,"D","Y","OPS 6630 (2)","1973-088D",6938
"37846","1973-098A",6965,"PAYLOAD","COSMOS 614","CIS","1973-12-04","PKMTR","",100.07,74.06,778,745,"",NA,0,"LARGE",7012,1973,98,"A","Y","COSMOS 614","1973-098A",6965
"37847","1982-001A",13027,"PAYLOAD","COSMOS 1331","CIS","1982-01-07","PKMTR","",100.23,74.05,788,752,"",NA,0,"LARGE",7014,1982,1,"A","Y","COSMOS 1331","1982-001A",13027
"37848","1988-109B",19688,"PAYLOAD","ASTRA 1A","SES","1988-12-11","FRGUI","",1464.34,13.49,36408,36267,"",NA,0,"LARGE",7015,1988,109,"B","Y","ASTRA 1A","1988-109B",19688
"37849","2000-045A",26463,"PAYLOAD","CLUSTER II-FM5","ESA","2000-08-09","TTMTR","",3255.13,134.46,101874,30883,"",NA,0,"LARGE",7013,2000,45,"A","Y","CLUSTER II-FM5","2000-045A",26463
"37850","1988-109A",19687,"PAYLOAD","SKYNET 4B","UK","1988-12-11","FRGUI","",1444.62,15.21,35964,35943,"",NA,0,"LARGE",7015,1988,109,"A","Y","SKYNET 4B","1988-109A",19687
"37851","1988-108A",19683,"PAYLOAD","EKRAN 19","CIS","1988-12-10","TTMTR","",1489.88,15.88,36942,36723,"",NA,0,"LARGE",7015,1988,108,"A","Y","EKRAN 19","1988-108A",19683
"37852","1971-093A",5580,"PAYLOAD","PROSPERO (BLACK ARROW)","UK","1971-10-28","WOMRA","",103.27,82.04,1299,527,"",NA,0,"MEDIUM",7005,1971,93,"A","Y","PROSPERO (BLACK ARROW)","1971-093A",5580
"37853","1979-038A",11353,"PAYLOAD","OPS 6392 (FLTSATCOM 2)","US","1979-05-04","AFETR","",1461.28,12.93,36350,36206,"",NA,0,"LARGE",7014,1979,38,"A","Y","OPS 6392 (FLTSATCOM 2)","1979-038A",11353
"37854","2000-025A",26360,"PAYLOAD","NAVSTAR 47 (USA 150)","US","2000-05-11","AFETR","",717.96,53.36,20301,20062,"",NA,0,"LARGE",7013,2000,25,"A","Y","NAVSTAR 47 (USA 150)","2000-025A",26360
"37855","1992-021A",21939,"PAYLOAD","TELECOM 2B","FR","1992-04-15","FRGUI","",1446.89,13.51,36072,35923,"",NA,0,"LARGE",7015,1992,21,"A","Y","TELECOM 2B","1992-021A",21939
"37856","1990-023A",20527,"PAYLOAD","COSMOS 2061","CIS","1990-03-20","PKMTR","",104.94,82.93,1015,969,"",NA,0,"LARGE",7015,1990,23,"A","Y","COSMOS 2061","1990-023A",20527
"37857","1971-080A",5485,"PAYLOAD","SHINSEI (MS-F2)","JPN","1971-09-28","KSCUT","",113.02,32.05,1861,870,"",NA,0,"MEDIUM",7012,1971,80,"A","Y","SHINSEI (MS-F2)","1971-080A",5485
"37858","1972-057B",6118,"PAYLOAD","COSMOS 505","CIS","1972-07-20","PKMTR","",114.31,74.03,1496,1352,"",NA,0,"MEDIUM",7005,1972,57,"B","Y","COSMOS 505","1972-057B",6118
"37859","2004-053A",28508,"PAYLOAD","COSMOS 2413 (GLONASS)","CIS","2004-12-26","TTMTR","",675.73,63.18,19150,19109,"",NA,0,"LARGE",7006,2004,53,"A","Y","COSMOS 2413 (GLONASS)","2004-053A",28508
"37860","1990-016A",20499,"PAYLOAD","RADUGA 25","CIS","1990-02-15","TTMTR","",1437.16,14.67,35813,35801,"",NA,0,"LARGE",7015,1990,16,"A","Y","RADUGA 25","1990-016A",20499
"37861","1973-064A",6825,"PAYLOAD","COSMOS 585","CIS","1973-09-08","PKMTR","",113.55,74.02,1403,1375,"",NA,0,"LARGE",7012,1973,64,"A","Y","COSMOS 585","1973-064A",6825
"37862","1971-067E",5398,"PAYLOAD","RIGIDSPHERE 2 (LCS 4)","US","1971-08-07","AFWTR","",100.43,87.62,823,735,"",NA,0,"MEDIUM",7012,1971,67,"E","Y","RIGIDSPHERE 2 (LCS 4)","1971-067E",5398
"37863","1990-011A",20473,"PAYLOAD","STTW-4","PRC","1990-02-04","XSC","",1435.36,15.13,35791,35754,"",NA,0,"LARGE",7015,1990,11,"A","Y","STTW-4","1990-011A",20473
"37864","1986-096A",17181,"PAYLOAD","FLTSATCOM 7 (USA 20)","US","1986-12-05","AFETR","",1455.55,14.57,36337,35996,"",NA,0,"LARGE",7011,1986,96,"A","Y","FLTSATCOM 7 (USA 20)","1986-096A",17181
"37865","1990-002B",20410,"PAYLOAD","LEASAT 5","US","1990-01-09","AFETR","",1445.85,11.77,36005,35949,"",NA,0,"LARGE",7015,1990,2,"B","Y","LEASAT 5","1990-002B",20410
"37866","1991-056A",21655,"PAYLOAD","METEOR 3-5","CIS","1991-08-15","PKMTR","",109.33,82.56,1205,1186,"",NA,0,"LARGE",7008,1991,56,"A","Y","METEOR 3-5","1991-056A",21655
"37867","1990-001A",20401,"PAYLOAD","SKYNET 4A","UK","1990-01-01","AFETR","",1454.56,13.36,36203,36091,"",NA,0,"LARGE",7015,1990,1,"A","Y","SKYNET 4A","1990-001A",20401
"37868","1992-052B",22077,"PAYLOAD","OSCAR 23 (KITSAT 1)","SKOR","1992-08-10","FRGUI","",111.93,66.09,1323,1308,"",NA,0,"MEDIUM",7015,1992,52,"B","Y","OSCAR 23 (KITSAT 1)","1992-052B",22077
"37869","1990-026A",20536,"PAYLOAD","COSMOS 2063","CIS","1990-03-27","PKMTR","",721.5,67.45,36215,4323,"",NA,0,"LARGE",7015,1990,26,"A","Y","COSMOS 2063","1990-026A",20536
"37870","1992-021B",21940,"PAYLOAD","INMARSAT 2-F4","IM","1992-04-15","FRGUI","",1470.24,10.09,36475,36429,"",NA,0,"LARGE",7015,1992,21,"B","Y","INMARSAT 2-F4","1992-021B",21940
"37871","1971-110A",5678,"PAYLOAD","OPS 7898 (P/L 1)","US","1971-12-14","AFWTR","",104.81,69.99,990,981,"",NA,0,"MEDIUM",7012,1971,110,"A","Y","OPS 7898 (P/L 1)","1971-110A",5678
"37872","1971-099A",5614,"PAYLOAD","COSMOS 457","CIS","1971-11-20","PKMTR","",109.42,74.03,1218,1182,"",NA,0,"LARGE",7012,1971,99,"A","Y","COSMOS 457","1971-099A",5614
"37873","1990-034A",20570,"PAYLOAD","NEWSAT-1 (PALAPA B2R)","US","1990-04-13","AFETR","",1446.88,13.78,36041,35954,"",NA,0,"MEDIUM",7015,1990,34,"A","Y","NEWSAT-1 (PALAPA B2R)","1990-034A",20570
"37874","2004-035A",28413,"PAYLOAD","SJ-6A","PRC","2004-09-08","TSC","",96.36,97.78,595,573,"",NA,0,"LARGE",7006,2004,35,"A","Y","SJ-6A","2004-035A",28413
"37875","1971-087A",5557,"PAYLOAD","OPS 4311 (DMSP 5B F1)","US","1971-10-14","AFWTR","",100.9,99.1,838,765,"",NA,0,"MEDIUM",7012,1971,87,"A","Y","OPS 4311 (DMSP 5B F1)","1971-087A",5557
"37876","1992-037A",22009,"PAYLOAD","USA 82","US","1992-07-02","AFETR","",1457.29,12.54,36246,36154,"",NA,0,"",7015,1992,37,"A","Y","USA 82","1992-037A",22009
"37877","1992-043A",22041,"PAYLOAD","GORIZONT 26","CIS","1992-07-14","TTMTR","",1451.01,15.06,36207,35950,"",NA,0,"LARGE",7015,1992,43,"A","Y","GORIZONT 26","1992-043A",22041
"37878","1971-086H",5554,"PAYLOAD","COSMOS 451","CIS","1971-10-13","PKMTR","",116.67,74.03,1573,1489,"",NA,0,"MEDIUM",7012,1971,86,"H","Y","COSMOS 451","1971-086H",5554
"37879","1992-047A",22056,"PAYLOAD","COSMOS 2206 (GLONASS)","CIS","1992-07-30","TTMTR","",675.72,64.85,19154,19104,"",NA,0,"LARGE",7015,1992,47,"A","Y","COSMOS 2206 (GLONASS)","1992-047A",22056
"37880","1971-086B",5548,"PAYLOAD","COSMOS 445","CIS","1971-10-13","PKMTR","",114.45,74.03,1511,1350,"",NA,0,"MEDIUM",7012,1971,86,"B","Y","COSMOS 445","1971-086B",5548
"37881","2001-058C",27057,"PAYLOAD","COSMOS 2386","CIS","2001-12-28","PKMTR","",114.15,82.54,1417,1416,"",NA,0,"MEDIUM",7013,2001,58,"C","Y","COSMOS 2386","2001-058C",27057
"37883","1976-054H",8896,"PAYLOAD","COSMOS 832","CIS","1976-06-15","PKMTR","",116.01,74,1520,1482,"",NA,0,"MEDIUM",6998,1976,54,"H","Y","COSMOS 832","1976-054H",8896
"37884","1973-069A",6845,"PAYLOAD","COSMOS 588","CIS","1973-10-02","PKMTR","",115.33,74,1493,1448,"",NA,0,"MEDIUM",7012,1973,69,"A","Y","COSMOS 588","1973-069A",6845
"37885","1971-038A",5180,"PAYLOAD","COSMOS 409","CIS","1971-04-28","PKMTR","",109.28,74,1211,1176,"",NA,0,"LARGE",7012,1971,38,"A","Y","COSMOS 409","1971-038A",5180
"37886","1992-074A",22210,"PAYLOAD","EKRAN 20","CIS","1992-10-30","TTMTR","",1436.15,14.93,35802,35773,"",NA,0,"LARGE",7015,1992,74,"A","Y","EKRAN 20","1992-074A",22210
"37887","1973-069E",6849,"PAYLOAD","COSMOS 592","CIS","1973-10-02","PKMTR","",113.94,74,1484,1330,"",NA,0,"MEDIUM",7012,1973,69,"E","Y","COSMOS 592","1973-069E",6849
"37888","1991-068B",21729,"PAYLOAD","COSMOS 2158","CIS","1991-09-28","PKMTR","",113.93,82.58,1411,1402,"",NA,0,"LARGE",7008,1991,68,"B","Y","COSMOS 2158","1991-068B",21729
"37889","1989-081A",20263,"PAYLOAD","GORIZONT 19","CIS","1989-09-28","TTMTR","",1436.74,14.57,35816,35782,"",NA,0,"LARGE",7015,1989,81,"A","Y","GORIZONT 19","1989-081A",20263
"37890","1989-070A",20217,"PAYLOAD","HIMAWARI 4 (GMS 4)","JPN","1989-09-05","TNSTA","",1478.27,15.82,36807,36409,"",NA,0,"LARGE",7015,1989,70,"A","Y","HIMAWARI 4 (GMS 4)","1989-070A",20217
"37891","1981-114A",12967,"PAYLOAD","SATCOM 3R","US","1981-11-20","AFETR","",1438.14,14.74,35842,35811,"",NA,0,"LARGE",7014,1981,114,"A","Y","SATCOM 3R","1981-114A",12967
"37892","1989-069B",20203,"PAYLOAD","USA 44","US","1989-09-04","AFETR","",1452.77,13.63,36175,36049,"",NA,0,"",7015,1989,69,"B","Y","USA 44","1989-069B",20203
"37893","1979-077A",11509,"PAYLOAD","COSMOS 1124","CIS","1979-08-28","PKMTR","",716.77,63.41,38005,2299,"",NA,0,"LARGE",7014,1979,77,"A","Y","COSMOS 1124","1979-077A",11509
"37894","1989-069A",20202,"PAYLOAD","USA 43","US","1989-09-04","AFETR","",1460.31,15.14,36315,36203,"",NA,0,"",7015,1989,69,"A","Y","USA 43","1989-069A",20202
"37895","1989-062B",20169,"PAYLOAD","HIPPARCOS","ESA","1989-08-08","FRGUI","",636.72,6.41,35785,492,"",NA,0,"LARGE",7015,1989,62,"B","Y","HIPPARCOS","1989-062B",20169
"37896","1989-062A",20168,"PAYLOAD","TVSAT 2","GER","1989-08-08","FRGUI","",1442.33,14.56,35921,35896,"",NA,0,"LARGE",7015,1989,62,"A","Y","TVSAT 2","1989-062A",20168
"37897","2001-014A",26736,"PAYLOAD","EKRAN 21","CIS","2001-04-07","TTMTR","",1445.87,12.47,36110,35846,"",NA,0,"LARGE",7013,2001,14,"A","Y","EKRAN 21","2001-014A",26736
"37898","1961-031A",202,"PAYLOAD","TRANSIT 4B","US","1961-11-15","AFETR","",105.61,32.44,1098,948,"",NA,0,"LARGE",6992,1961,31,"A","Y","TRANSIT 4B","1961-031A",202
"37899","1992-059A",22112,"PAYLOAD","COSMOS 2209","CIS","1992-09-10","TTMTR","",1435.83,15.01,35829,35734,"",NA,0,"LARGE",7015,1992,59,"A","Y","COSMOS 2209","1992-059A",22112
"37900","1992-060B",22117,"PAYLOAD","SATCOM C3","US","1992-09-10","FRGUI","",1484.37,11.14,36838,36615,"",NA,0,"LARGE",7015,1992,60,"B","Y","SATCOM C3","1992-060B",22117
"37901","1992-066A",22175,"PAYLOAD","HELLAS-SAT 1 (DFS 3)","GREC","1992-10-12","AFETR","",1443.84,12.83,35952,35925,"",NA,0,"LARGE",7015,1992,66,"A","Y","HELLAS-SAT 1 (DFS 3)","1992-066A",22175
"37902","1971-046A",5238,"PAYLOAD","COSMOS 422","CIS","1971-05-22","PKMTR","",104.95,74.02,1003,981,"",NA,0,"LARGE",7012,1971,46,"A","Y","COSMOS 422","1971-046A",5238
"37903","1971-041F",5215,"PAYLOAD","COSMOS 416","CIS","1971-05-07","PKMTR","",114.47,74.01,1492,1370,"",NA,0,"MEDIUM",7012,1971,41,"F","Y","COSMOS 416","1971-041F",5215
"37904","1971-041C",5212,"PAYLOAD","COSMOS 413","CIS","1971-05-07","PKMTR","",115.77,74.02,1508,1473,"",NA,0,"MEDIUM",7012,1971,41,"C","Y","COSMOS 413","1971-041C",5212
"37905","1989-091A",20330,"PAYLOAD","COSMOS 2050","CIS","1989-11-23","PKMTR","",718.15,65.47,36738,3635,"",NA,0,"LARGE",7015,1989,91,"A","Y","COSMOS 2050","1989-091A",20330
"37906","1971-041B",5211,"PAYLOAD","COSMOS 412","CIS","1971-05-07","PKMTR","",116.14,74.02,1535,1479,"",NA,0,"MEDIUM",7012,1971,41,"B","Y","COSMOS 412","1971-041B",5211
"37907","1961-015B",117,"PAYLOAD","SOLRAD 3/INJUN 1","US","1961-06-29","AFETR","",103.61,66.81,991,867,"",NA,0,"MEDIUM",6988,1961,15,"B","Y","SOLRAD 3/INJUN 1","1961-015B",117
"37908","2005-046A",28902,"PAYLOAD","TELKOM 2","INDO","2005-11-16","FRGUI","",1436.09,0.01,35795,35778,"",NA,0,"LARGE",7013,2005,46,"A","Y","TELKOM 2","2005-046A",28902
"37909","1992-072A",22205,"PAYLOAD","GALAXY 7","US","1992-10-28","FRGUI","",1444.36,13.52,35987,35909,"",NA,0,"LARGE",7015,1992,72,"A","Y","GALAXY 7","1992-072A",22205
"37910","1989-087A",20315,"PAYLOAD","INTELSAT 602","ITSO","1989-10-27","FRGUI","",1454.41,12.87,36149,36140,"",NA,0,"LARGE",7015,1989,87,"A","Y","INTELSAT 602","1989-087A",20315
"37911","1989-053A",20122,"PAYLOAD","OLYMPUS 1","ESA","1989-07-12","FRGUI","",1420.55,14.6,35531,35432,"",NA,0,"LARGE",7015,1989,53,"A","Y","OLYMPUS 1","1989-053A",20122
"37912","1981-044A",12458,"PAYLOAD","NOVA 1","US","1981-05-15","AFWTR","",108.84,89.93,1185,1162,"",NA,0,"LARGE",7015,1981,44,"A","Y","NOVA 1","1981-044A",12458
"37913","1995-012A",23526,"PAYLOAD","COSMOS 2310","CIS","1995-03-21","PKMTR","",104.96,82.95,1010,976,"",NA,0,"LARGE",7015,1995,12,"A","Y","COSMOS 2310","1995-012A",23526
"37914","1983-030A",13984,"PAYLOAD","SATCOM 1R","US","1983-04-11","AFETR","",1442.04,15.13,35938,35868,"",NA,0,"LARGE",7015,1983,30,"A","Y","SATCOM 1R","1983-030A",13984
"37915","1983-026B",13969,"PAYLOAD","TDRS 1","US","1983-04-04","AFETR","",1458.34,12.71,36299,36143,"",NA,0,"LARGE",7015,1983,26,"B","Y","TDRS 1","1983-026B",13969
"37916","1968-069A",3345,"PAYLOAD","ESSA 7 (TOS-E)","US","1968-08-16","AFWTR","",114.93,101.4,1473,1431,"",NA,0,"MEDIUM",7012,1968,69,"A","Y","ESSA 7 (TOS-E)","1968-069A",3345
"37917","1995-016A",23536,"PAYLOAD","BRAZILSAT B2","BRAZ","1995-03-28","FRGUI","",1451.08,8.21,36081,36077,"",NA,0,"LARGE",7015,1995,16,"A","Y","BRAZILSAT B2","1995-016A",23536
"37918","1965-108V",13912,"PAYLOAD","OV2-3","US","1965-12-21","AFETR","",306.88,26.7,17110,275,"",NA,0,"LARGE",7015,1965,108,"V","Y","OV2-3","1965-108V",13912
