,OBJECT_TYPE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH_YEAR,SMA,e,n
30002,"""PAYLOAD""","""""",104.89,82.91,1012.0,966.0,"""LARGE""","""1995""",7367000.0,0.0031220306773449167,0.000998376919817521
30005,"""PAYLOAD""","""""",96.28,98.28,585.0,576.0,"""MEDIUM""","""1995""",6958500.0,0.0006466910972192282,0.0010876584453641438
30006,"""PAYLOAD""","""""",97.39,98.2,638.0,629.0,"""MEDIUM""","""1995""",7011500.0,0.0006418027526206946,0.0010752618864324857
30009,"""PAYLOAD""","""""",717.77,63.08,39206.0,1148.0,"""""","""1995""",26555000.0,0.7165882131425344,0.00014589597659369962
30042,"""PAYLOAD""","""""",713.0,63.68,38210.0,1909.0,"""LARGE""","""1995""",26437500.0,0.6865437352245863,0.0001468720268157921
30058,"""PAYLOAD""","""""",96.88,82.53,625.0,593.0,"""LARGE""","""1995""",6987000.0,0.0022899670817232,0.0010809223278247294
30090,"""PAYLOAD""","""""",101.88,70.99,854.0,841.0,"""LARGE""","""1995""",7225500.0,0.0008995917237561414,0.00102787352885414
30103,"""PAYLOAD""","""""",100.64,98.56,790.0,788.0,"""LARGE""","""1995""",7167000.0,0.00013952839402818474,0.001040538107309815
30104,"""PAYLOAD""","""""",109.7,100.62,1492.0,934.0,"""LARGE""","""1995""",7591000.0,0.036754050849690426,0.0009546012317197791
30110,"""PAYLOAD""","""""",1411.57,2.67,70090.0,521.0,"""LARGE""","""1995""",41683500.0,0.8344908656902611,7.418672479555373e-05
30148,"""PAYLOAD""","""""",101.22,98.89,817.0,815.0,"""LARGE""","""1995""",7194000.0,0.00013900472616068947,0.001034575727323254
30149,"""PAYLOAD""","""""",100.99,98.96,809.0,802.0,"""MEDIUM""","""1995""",7183500.0,0.0004872276745319134,0.0010369319251377343
30168,"""PAYLOAD""","""""",104.76,82.98,1017.0,949.0,"""LARGE""","""1996""",7361000.0,0.004618937644341801,0.0009996158373392493
30183,"""PAYLOAD""","""""",113.92,82.57,1414.0,1399.0,"""MEDIUM""","""1996""",7784500.0,0.0009634530156079388,0.0009192394234520696
30184,"""PAYLOAD""","""""",114.0,82.57,1414.0,1406.0,"""MEDIUM""","""1996""",7788000.0,0.0005136106831022085,0.0009185943431549103
30185,"""PAYLOAD""","""""",114.05,82.58,1415.0,1409.0,"""MEDIUM""","""1996""",7790000.0,0.0003851091142490372,0.0009181916275288011
30186,"""PAYLOAD""","""""",114.06,82.57,1417.0,1408.0,"""LARGE""","""1996""",7790500.0,0.000577626596495732,0.0009181111267723985
30187,"""PAYLOAD""","""""",114.14,82.57,1422.0,1410.0,"""LARGE""","""1996""",7794000.0,0.0007698229407236335,0.0009174676285233904
30188,"""PAYLOAD""","""""",114.2,82.58,1427.0,1411.0,"""MEDIUM""","""1996""",7797000.0,0.0010260356547390022,0.0009169855964943937
30203,"""PAYLOAD""","""""",101.08,90.06,825.0,795.0,"""MEDIUM""","""1996""",7188000.0,0.002086811352253756,0.0010360086576935079
30210,"""PAYLOAD""","""""",101.22,98.92,819.0,813.0,"""LARGE""","""1996""",7194000.0,0.0004170141784820684,0.001034575727323254
30232,"""PAYLOAD""","""""",103.0,98.85,906.0,895.0,"""LARGE""","""1996""",7278500.0,0.0007556502026516452,0.0010166966516471823
30243,"""PAYLOAD""","""""",107.38,63.35,1659.0,552.0,"""""","""1996""",7483500.0,0.07396271797955502,0.0009752258811665095
30244,"""PAYLOAD""","""""",107.39,63.35,1659.0,553.0,"""""","""1996""",7484000.0,0.07389096739711384,0.0009751350695563812
30245,"""PAYLOAD""","""""",107.38,63.35,1660.0,551.0,"""""","""1996""",7483500.0,0.07409634529297789,0.0009752258811665095
30247,"""PAYLOAD""","""""",100.98,63.3,1256.0,353.0,"""""","""1996""",7182500.0,0.06286112077967282,0.0010370346119990075
30248,"""PAYLOAD""","""""",103.89,63.31,1540.0,345.0,"""""","""1996""",7320500.0,0.08162010791612595,0.0010079868622548827
30280,"""PAYLOAD""","""""",98.94,98.3,727.0,688.0,"""LARGE""","""1996""",7085500.0,0.002752099357843483,0.0010584167689474406
30308,"""PAYLOAD""","""""",100.74,98.93,794.0,793.0,"""LARGE""","""1996""",7171500.0,6.972042111134351e-05,0.0010395052126231862
30309,"""PAYLOAD""","""""",106.42,98.55,1322.0,800.0,"""MEDIUM""","""1996""",7439000.0,0.03508536093560963,0.000984023258031007
30315,"""PAYLOAD""","""""",124.45,82.96,3411.0,347.0,"""LARGE""","""1996""",8257000.0,0.18553954220661256,0.0008414604670121316
30324,"""PAYLOAD""","""""",347.23,63.09,19005.0,968.0,"""LARGE""","""1996""",16364500.0,0.5511014696446577,0.0003015861392151017
30325,"""PAYLOAD""","""""",347.23,63.09,19006.0,966.0,"""LARGE""","""1996""",16364000.0,0.5512099731117086,0.0003015861392151017
30329,"""PAYLOAD""","""""",101.89,70.9,866.0,829.0,"""LARGE""","""1996""",7225500.0,0.0025603764445367105,0.0010277726481466266
30344,"""PAYLOAD""","""""",104.83,82.94,1008.0,966.0,"""LARGE""","""1996""",7365000.0,0.0028513238289205704,0.0009989483460808907
30345,"""PAYLOAD""","""""",104.82,82.94,1007.0,965.0,"""MEDIUM""","""1996""",7364000.0,0.0028517110266159697,0.0009990436473922893
30397,"""PAYLOAD""","""""",104.99,82.94,1011.0,977.0,"""LARGE""","""1996""",7372000.0,0.0023060227889310906,0.0009974259940914352
30416,"""PAYLOAD""","""""",375.83,31.25,21222.0,525.0,"""LARGE""","""1997""",17251500.0,0.5998608816624641,0.0002786359660475741
30423,"""PAYLOAD""","""""",114.22,82.61,1427.0,1413.0,"""MEDIUM""","""1997""",7798000.0,0.0008976660682226212,0.000916825031690245
30424,"""PAYLOAD""","""""",114.16,82.6,1421.0,1414.0,"""MEDIUM""","""1997""",7795500.0,0.00044897697389519595,0.0009173068948813926
30425,"""PAYLOAD""","""""",114.07,82.61,1414.0,1413.0,"""LARGE""","""1997""",7791500.0,6.417249566835655e-05,0.0009180306401302689
30426,"""PAYLOAD""","""""",113.94,82.61,1414.0,1400.0,"""MEDIUM""","""1997""",7785000.0,0.000899165061014772,0.0009190780684540967
30427,"""PAYLOAD""","""""",114.02,82.6,1415.0,1407.0,"""MEDIUM""","""1997""",7789000.0,0.0005135447425856978,0.0009184332145207838
30428,"""PAYLOAD""","""""",114.07,82.61,1415.0,1411.0,"""MEDIUM""","""1997""",7791000.0,0.0002567064561673726,0.0009180306401302689
30445,"""PAYLOAD""","""""",101.7,98.98,845.0,833.0,"""LARGE""","""1997""",7217000.0,0.0008313703755022863,0.0010296927740379525
30461,"""PAYLOAD""","""""",105.0,82.92,1013.0,976.0,"""LARGE""","""1997""",7372500.0,0.00250932519498135,0.0009973310011396168
30468,"""PAYLOAD""","""""",100.39,86.4,779.0,775.0,"""LARGE""","""1997""",7155000.0,0.0002795248078266946,0.001043129346744295
30470,"""PAYLOAD""","""""",97.25,86.39,725.0,529.0,"""LARGE""","""1997""",7005000.0,0.013990007137758744,0.0010768098212818485
30471,"""PAYLOAD""","""""",100.33,86.4,776.0,772.0,"""LARGE""","""1997""",7152000.0,0.0002796420581655481,0.001043753165749624
30475,"""PAYLOAD""","""""",721.62,66.38,38633.0,1911.0,"""LARGE""","""1997""",26650000.0,0.6889681050656661,0.00014511758975591001
30493,"""PAYLOAD""","""""",129.97,63.32,3008.0,1234.0,"""LARGE""","""1997""",8499000.0,0.1043652194375809,0.0008057225138082617
30504,"""PAYLOAD""","""""",100.07,86.4,763.0,760.0,"""LARGE""","""1997""",7139500.0,0.00021009874641081307,0.0010464650256786228
30509,"""PAYLOAD""","""""",100.21,86.41,771.0,766.0,"""LARGE""","""1997""",7146500.0,0.00034982159098859584,0.0010450030448025125
30510,"""PAYLOAD""","""""",99.63,86.45,753.0,730.0,"""LARGE""","""1997""",7119500.0,0.0016152819720485988,0.0010510865715111892
30517,"""PAYLOAD""","""""",100.28,86.4,773.0,770.0,"""LARGE""","""1997""",7149500.0,0.00020980488146024197,0.0010442735851581549
30518,"""PAYLOAD""","""""",100.02,86.4,769.0,750.0,"""LARGE""","""1997""",7137500.0,0.0013309982486865149,0.0010469881535658846
30520,"""PAYLOAD""","""""",95.12,86.4,530.0,519.0,"""LARGE""","""1997""",6902500.0,0.0007968127490039841,0.0011009225727466334
30531,"""PAYLOAD""","""""",100.44,98.66,782.0,778.0,"""LARGE""","""1997""",7158000.0,0.0002794076557697681,0.001042610066902228
30548,"""PAYLOAD""","""""",100.31,86.39,775.0,772.0,"""LARGE""","""1997""",7151500.0,0.0002097462070894218,0.001043961271255705
30552,"""PAYLOAD""","""""",100.39,86.39,779.0,775.0,"""LARGE""","""1997""",7155000.0,0.0002795248078266946,0.001043129346744295
30565,"""PAYLOAD""","""""",100.95,69.95,819.0,788.0,"""LARGE""","""1997""",7181500.0,0.0021583234700271532,0.001037342794647447
30567,"""PAYLOAD""","""""",96.95,86.34,619.0,606.0,"""LARGE""","""1997""",6990500.0,0.0009298333452542737,0.0010801418784905598
30568,"""PAYLOAD""","""""",96.97,86.34,621.0,606.0,"""LARGE""","""1997""",6991500.0,0.001072731173567904,0.0010799190999243042
30580,"""PAYLOAD""","""""",100.36,86.39,777.0,774.0,"""LARGE""","""1997""",7153500.0,0.00020968756552736424,0.0010434411630097626
30694,"""PAYLOAD""","""""",100.44,86.39,786.0,773.0,"""LARGE""","""1997""",7157500.0,0.0009081383164512749,0.001042610066902228
30744,"""PAYLOAD""","""""",100.29,86.39,774.0,771.0,"""LARGE""","""1997""",7150500.0,0.00020977554017201594,0.001044169459763284
31244,"""PAYLOAD""","""""",104.38,82.92,994.0,936.0,"""LARGE""","""1997""",7343000.0,0.003949339507013482,0.0010032549829436653
31245,"""PAYLOAD""","""""",104.35,82.92,992.0,935.0,"""MEDIUM""","""1997""",7341500.0,0.003882040454947899,0.0010035434127423073
31248,"""PAYLOAD""","""""",451.85,63.62,25223.0,1032.0,"""LARGE""","""1997""",19505500.0,0.6201071492655917,0.00023175778492787378
31255,"""PAYLOAD""","""""",100.29,86.4,774.0,771.0,"""LARGE""","""1997""",7150500.0,0.00020977554017201594,0.001044169459763284
31259,"""PAYLOAD""","""""",100.41,98.63,817.0,740.0,"""LARGE""","""1997""",7156500.0,0.0053797247257737725,0.0010429215727483297
31282,"""PAYLOAD""","""""",464.35,7.47,26397.0,574.0,"""LARGE""","""1997""",19863500.0,0.6500113273088831,0.00022551901608627064
31283,"""PAYLOAD""","""""",466.25,7.5,26514.0,565.0,"""LARGE""","""1997""",19917500.0,0.6514120748085854,0.00022460001098050352
31284,"""PAYLOAD""","""""",467.59,7.6,26598.0,557.0,"""MEDIUM""","""1997""",19955500.0,0.652476760792764,0.000223956361598109
31295,"""PAYLOAD""","""""",99.55,86.4,750.0,724.0,"""LARGE""","""1997""",7115000.0,0.0018271257905832748,0.0010519312417846284
31296,"""PAYLOAD""","""""",100.26,86.4,773.0,768.0,"""LARGE""","""1997""",7148500.0,0.00034972371826257255,0.0010444818982611188
31328,"""PAYLOAD""","""""",1336.56,5.23,66844.0,786.0,"""LARGE""","""1997""",40193000.0,0.8217600079615853,7.835020883436567e-05
31335,"""PAYLOAD""","""""",100.37,86.4,778.0,774.0,"""LARGE""","""1997""",7154000.0,0.0002795638803466592,0.0010433372035434866
31336,"""PAYLOAD""","""""",100.11,86.4,766.0,762.0,"""LARGE""","""1997""",7142000.0,0.0002800336040324839,0.0010460468996070298
31361,"""PAYLOAD""","""""",96.94,86.38,759.0,465.0,"""LARGE""","""1997""",6990000.0,0.021030042918454936,0.001080253302245304
31362,"""PAYLOAD""","""""",99.99,86.39,768.0,748.0,"""LARGE""","""1997""",7136000.0,0.0014013452914798206,0.0010473022814247402
31380,"""PAYLOAD""","""""",100.04,45.02,767.0,754.0,"""MEDIUM""","""1997""",7138500.0,0.0009105554388176788,0.0010467788396607332
31381,"""PAYLOAD""","""""",100.04,45.02,765.0,756.0,"""MEDIUM""","""1997""",7138500.0,0.0006303845345660853,0.0010467788396607332
31382,"""PAYLOAD""","""""",100.05,45.01,766.0,756.0,"""MEDIUM""","""1997""",7139000.0,0.0007003782042302844,0.001046674214089553
31383,"""PAYLOAD""","""""",100.05,45.02,765.0,756.0,"""MEDIUM""","""1997""",7138500.0,0.0006303845345660853,0.001046674214089553
31384,"""PAYLOAD""","""""",100.05,45.02,766.0,756.0,"""MEDIUM""","""1997""",7139000.0,0.0007003782042302844,0.001046674214089553
31385,"""PAYLOAD""","""""",100.05,45.02,763.0,758.0,"""MEDIUM""","""1997""",7138500.0,0.00035021363031449183,0.001046674214089553
31386,"""PAYLOAD""","""""",100.05,45.02,763.0,758.0,"""MEDIUM""","""1997""",7138500.0,0.00035021363031449183,0.001046674214089553
31387,"""PAYLOAD""","""""",100.05,45.01,764.0,757.0,"""MEDIUM""","""1997""",7138500.0,0.0004902990824402886,0.001046674214089553
31414,"""PAYLOAD""","""""",95.84,108.04,673.0,446.0,"""LARGE""","""1998""",6937500.0,0.01636036036036036,0.001092651868944697
31415,"""PAYLOAD""","""""",100.71,108.0,827.0,758.0,"""MEDIUM""","""1998""",7170500.0,0.004811379959556516,0.0010398148656504795
31416,"""PAYLOAD""","""""",100.69,108.0,823.0,760.0,"""MEDIUM""","""1998""",7169500.0,0.004393611827882,0.0010400214035123625
31419,"""PAYLOAD""","""""",116.3,52.0,1517.0,1513.0,"""LARGE""","""1998""",7893000.0,0.0002533890789306981,0.00090042781702201
31420,"""PAYLOAD""","""""",113.99,52.0,1411.0,1407.0,"""LARGE""","""1998""",7787000.0,0.0002568383202773854,0.0009186749286749696
31421,"""PAYLOAD""","""""",123.98,52.0,1859.0,1857.0,"""LARGE""","""1998""",8236000.0,0.00012141816415735794,0.000844650388124373
31422,"""PAYLOAD""","""""",118.82,51.96,1634.0,1622.0,"""LARGE""","""1998""",8006000.0,0.0007494379215588309,0.0008813310479688585
31437,"""PAYLOAD""","""""",328.07,30.16,17717.0,1041.0,"""LARGE""","""1998""",15757000.0,0.5291616424446278,0.00031919942426817375
31451,"""PAYLOAD""","""""",99.06,98.28,723.0,705.0,"""LARGE""","""1998""",7092000.0,0.0012690355329949238,0.0010571346165925677
31459,"""PAYLOAD""","""""",96.62,86.39,736.0,457.0,"""LARGE""","""1998""",6974500.0,0.020001433794537244,0.0010838310403607923
31468,"""PAYLOAD""","""""",100.39,86.39,778.0,775.0,"""LARGE""","""1998""",7154500.0,0.00020965825704102314,0.001043129346744295
31475,"""PAYLOAD""","""""",95.09,97.46,538.0,508.0,"""LARGE""","""1998""",6901000.0,0.00217359802927112,0.001101269903456302
31478,"""PAYLOAD""","""""",100.35,86.4,777.0,774.0,"""LARGE""","""1998""",7153500.0,0.00020968756552736424,0.0010435451431954137
31485,"""PAYLOAD""","""""",123.56,51.98,1841.0,1838.0,"""LARGE""","""1998""",8217500.0,0.0001825372680255552,0.000847521488504854
31486,"""PAYLOAD""","""""",124.34,51.99,1876.0,1871.0,"""LARGE""","""1998""",8251500.0,0.0003029752166272799,0.0008422048827381355
31487,"""PAYLOAD""","""""",125.34,51.98,1928.0,1908.0,"""LARGE""","""1998""",8296000.0,0.0012054001928640309,0.000835485520341948
31488,"""PAYLOAD""","""""",116.51,52.0,1525.0,1522.0,"""LARGE""","""1998""",7901500.0,0.0001898373726507625,0.0008988048675620956
31500,"""PAYLOAD""","""""",100.07,86.4,764.0,760.0,"""LARGE""","""1998""",7140000.0,0.00028011204481792715,0.0010464650256786228
31501,"""PAYLOAD""","""""",100.05,86.39,764.0,758.0,"""LARGE""","""1998""",7139000.0,0.00042022692253817064,0.001046674214089553
31520,"""PAYLOAD""","""""",100.98,98.67,812.0,798.0,"""LARGE""","""1998""",7183000.0,0.0009745231797299178,0.0010370346119990075
31525,"""PAYLOAD""","""""",99.36,86.45,730.0,726.0,"""LARGE""","""1998""",7106000.0,0.00028145229383619476,0.0010539427850207303
31536,"""PAYLOAD""","""""",118.02,82.59,1873.0,1312.0,"""LARGE""","""1998""",7970500.0,0.03519227150116053,0.0008873051611562428
31537,"""PAYLOAD""","""""",117.86,82.59,1868.0,1301.0,"""MEDIUM""","""1998""",7962500.0,0.03560439560439561,0.0008885097159312724
31538,"""PAYLOAD""","""""",117.95,82.58,1870.0,1307.0,"""MEDIUM""","""1998""",7966500.0,0.035335467269189735,0.0008878317517563355
31539,"""PAYLOAD""","""""",117.86,82.59,1867.0,1303.0,"""MEDIUM""","""1998""",7963000.0,0.03541378877307547,0.0008885097159312724
31540,"""PAYLOAD""","""""",117.8,82.58,1866.0,1298.0,"""MEDIUM""","""1998""",7960000.0,0.035678391959798994,0.000888962267569268
31541,"""PAYLOAD""","""""",117.71,82.59,1862.0,1294.0,"""MEDIUM""","""1998""",7956000.0,0.03569632981397687,0.0008896419600684715
31566,"""PAYLOAD""","""""",101.09,98.72,811.0,810.0,"""LARGE""","""1998""",7188500.0,6.955554009876887e-05,0.001035906173901076
31567,"""PAYLOAD""","""""",101.03,98.75,809.0,806.0,"""MEDIUM""","""1998""",7185500.0,0.00020875374017117806,0.0010365213809725802
31568,"""PAYLOAD""","""""",101.08,98.77,811.0,808.0,"""MEDIUM""","""1998""",7187500.0,0.00020869565217391305,0.0010360086576935079
31569,"""PAYLOAD""","""""",101.14,98.79,814.0,812.0,"""MEDIUM""","""1998""",7191000.0,0.00013906271728549575,0.0010353940589248544
31570,"""PAYLOAD""","""""",101.21,98.79,817.0,815.0,"""MEDIUM""","""1998""",7194000.0,0.00013900472616068947,0.0010346779480254894
31571,"""PAYLOAD""","""""",101.07,98.75,810.0,809.0,"""MEDIUM""","""1998""",7187500.0,6.956521739130434e-05,0.0010361111617657047
31579,"""PAYLOAD""","""""",101.94,70.85,857.0,844.0,"""LARGE""","""1998""",7228500.0,0.0008992183717230407,0.0010272685414916595
31585,"""PAYLOAD""","""""",100.62,45.0,789.0,786.0,"""MEDIUM""","""1998""",7165500.0,0.00020933640360058616,0.0010407449326143884
31586,"""PAYLOAD""","""""",100.47,44.99,783.0,779.0,"""MEDIUM""","""1998""",7159000.0,0.0002793686269031988,0.001042298747085297
31587,"""PAYLOAD""","""""",100.47,45.0,782.0,780.0,"""MEDIUM""","""1998""",7159000.0,0.0001396843134515994,0.001042298747085297
31588,"""PAYLOAD""","""""",100.48,44.99,782.0,780.0,"""MEDIUM""","""1998""",7159000.0,0.0001396843134515994,0.0010421950151240024
31589,"""PAYLOAD""","""""",100.46,45.0,782.0,778.0,"""MEDIUM""","""1998""",7158000.0,0.0002794076557697681,0.001042402499697987
31590,"""PAYLOAD""","""""",100.47,45.0,783.0,779.0,"""MEDIUM""","""1998""",7159000.0,0.0002793686269031988,0.001042298747085297
31591,"""PAYLOAD""","""""",100.47,45.0,782.0,779.0,"""MEDIUM""","""1998""",7158500.0,0.0002095411049800936,0.001042298747085297
31592,"""PAYLOAD""","""""",100.48,45.0,784.0,779.0,"""MEDIUM""","""1998""",7159500.0,0.0003491863956980236,0.0010421950151240024
31625,"""PAYLOAD""","""""",96.51,86.4,715.0,469.0,"""LARGE""","""1998""",6970000.0,0.01764705882352941,0.0010850663674195397
31633,"""PAYLOAD""","""""",100.48,45.01,783.0,779.0,"""MEDIUM""","""1998""",7159000.0,0.0002793686269031988,0.0010421950151240024
31634,"""PAYLOAD""","""""",100.47,45.01,783.0,779.0,"""MEDIUM""","""1998""",7159000.0,0.0002793686269031988,0.001042298747085297
31635,"""PAYLOAD""","""""",100.49,45.01,784.0,780.0,"""MEDIUM""","""1998""",7160000.0,0.00027932960893854746,0.0010420913038079389
31636,"""PAYLOAD""","""""",100.48,45.01,783.0,779.0,"""MEDIUM""","""1998""",7159000.0,0.0002793686269031988,0.0010421950151240024
31637,"""PAYLOAD""","""""",100.47,45.01,785.0,778.0,"""MEDIUM""","""1998""",7159500.0,0.0004888609539772331,0.001042298747085297
31638,"""PAYLOAD""","""""",100.49,45.01,787.0,777.0,"""LARGE""","""1998""",7160000.0,0.0006983240223463687,0.0010420913038079389
31639,"""PAYLOAD""","""""",100.48,45.01,783.0,779.0,"""MEDIUM""","""1998""",7159000.0,0.0002793686269031988,0.0010421950151240024
31640,"""PAYLOAD""","""""",100.43,45.01,783.0,776.0,"""MEDIUM""","""1998""",7157500.0,0.0004889975550122249,0.0010427138815061214
31643,"""PAYLOAD""","""""",609.03,62.97,33692.0,1153.0,"""LARGE""","""1998""",23800500.0,0.6835780760908384,0.00017194515068167377
31647,"""PAYLOAD""","""""",99.39,84.98,737.0,722.0,"""MEDIUM""","""1998""",7107500.0,0.001055223355610271,0.0010536246616325564
31649,"""PAYLOAD""","""""",99.64,84.98,746.0,737.0,"""LARGE""","""1998""",7119500.0,0.0006320668586277126,0.0010509810830957424
31658,"""PAYLOAD""","""""",641.21,6.95,35521.0,986.0,"""LARGE""","""1998""",24631500.0,0.7010332298073605,0.00016331584834868414
31659,"""PAYLOAD""","""""",99.71,25.0,757.0,732.0,"""MEDIUM""","""1998""",7122500.0,0.001755001755001755,0.0010502432566408563
31663,"""PAYLOAD""","""""",100.66,31.43,1038.0,542.0,"""MEDIUM""","""1998""",7168000.0,0.03459821428571429,0.0010403313641929245
31674,"""PAYLOAD""","""""",94.1,28.44,478.0,472.0,"""MEDIUM""","""1998""",6853000.0,0.00043776448270830295,0.0011128560586573834
31680,"""PAYLOAD""","""""",94.73,85.53,510.0,501.0,"""LARGE""","""1998""",6883500.0,0.0006537371976465461,0.0011054550313486728
31686,"""PAYLOAD""","""""",92.99,51.64,424.0,418.0,"""LARGE""","""1998""",6799000.0,0.00044124135902338577,0.0011261399625729625
31992,"""PAYLOAD""","""""",91.65,51.63,358.0,353.0,"""MEDIUM""","""1998""",6733500.0,0.0003712779386648845,0.0011426050749553712
31993,"""PAYLOAD""","""""",89.7,51.63,263.0,256.0,"""SMALL""","""1998""",6637500.0,0.0005273069679849341,0.0011674443157152707
32004,"""PAYLOAD""","""""",89.74,51.62,266.0,257.0,"""MEDIUM""","""1998""",6639500.0,0.0006777618796596129,0.0011669239482912834
32045,"""PAYLOAD""","""""",92.09,51.64,382.0,372.0,"""MEDIUM""","""1998""",6755000.0,0.0007401924500370096,0.0011371457826002797
32048,"""PAYLOAD""","""""",90.95,51.64,325.0,317.0,"""SMALL""","""1998""",6699000.0,0.0005971040453799074,0.0011513991766867483
32056,"""PAYLOAD""","""""",91.93,51.63,374.0,365.0,"""SMALL""","""1998""",6747500.0,0.0006669136717302705,0.0011391249333151286
32057,"""PAYLOAD""","""""",91.9,51.64,373.0,363.0,"""SMALL""","""1998""",6746000.0,0.0007411799584939224,0.0011394967912911837
32058,"""PAYLOAD""","""""",90.59,51.63,308.0,298.0,"""SMALL""","""1998""",6681000.0,0.00074839095943721,0.0011559747777862871
32059,"""PAYLOAD""","""""",92.45,51.64,398.0,391.0,"""MEDIUM""","""1998""",6772500.0,0.0005167958656330749,0.0011327177406128693
32060,"""PAYLOAD""","""""",91.91,51.64,373.0,363.0,"""SMALL""","""1998""",6746000.0,0.0007411799584939224,0.0011393728116598824
32063,"""PAYLOAD""","""""",92.22,51.64,388.0,379.0,"""SMALL""","""1998""",6761500.0,0.000665532795977224,0.0011355427794367792
32065,"""PAYLOAD""","""""",89.63,51.63,262.0,251.0,"""SMALL""","""1998""",6634500.0,0.0008289999246363705,0.0011683560763099386
32066,"""PAYLOAD""","""""",90.42,51.63,301.0,289.0,"""SMALL""","""1998""",6673000.0,0.0008991458114790948,0.0011581481433273588
32067,"""PAYLOAD""","""""",92.03,51.64,378.0,370.0,"""SMALL""","""1998""",6752000.0,0.0005924170616113745,0.0011378871576622814
32068,"""PAYLOAD""","""""",91.44,51.63,351.0,340.0,"""SMALL""","""1998""",6723500.0,0.0008180263255744776,0.001145229167975282
32069,"""PAYLOAD""","""""",92.4,51.64,397.0,387.0,"""SMALL""","""1998""",6770000.0,0.0007385524372230429,0.0011333306831132009
32071,"""PAYLOAD""","""""",92.02,51.64,376.0,371.0,"""SMALL""","""1998""",6751500.0,0.00037028808412945273,0.001138010814167135
32072,"""PAYLOAD""","""""",91.69,51.64,360.0,355.0,"""SMALL""","""1998""",6735500.0,0.0003711676935639522,0.0011421066105317896
32073,"""PAYLOAD""","""""",92.53,51.64,400.0,397.0,"""MEDIUM""","""1998""",6776500.0,0.00022135320593226593,0.001131738410457795
32074,"""PAYLOAD""","""""",92.53,51.64,400.0,397.0,"""MEDIUM""","""1998""",6776500.0,0.00022135320593226593,0.001131738410457795
32075,"""PAYLOAD""","""""",91.83,51.64,368.0,361.0,"""MEDIUM""","""1998""",6742500.0,0.0005190952910641453,0.001140365404765978
32077,"""PAYLOAD""","""""",92.36,51.64,391.0,389.0,"""SMALL""","""1998""",6768000.0,0.00014775413711583924,0.0011338215149378492
32078,"""PAYLOAD""","""""",92.09,51.64,379.0,375.0,"""SMALL""","""1998""",6755000.0,0.00029607698001480384,0.0011371457826002797
32081,"""PAYLOAD""","""""",90.82,51.64,319.0,311.0,"""SMALL""","""1998""",6693000.0,0.0005976393246675631,0.0011530472926630673
32082,"""PAYLOAD""","""""",91.23,51.64,338.0,332.0,"""MEDIUM""","""1998""",6713000.0,0.00044689408610159393,0.001147865341660197
32083,"""PAYLOAD""","""""",92.36,51.64,392.0,389.0,"""SMALL""","""1998""",6768500.0,0.00022161483341951688,0.0011338215149378492
32088,"""PAYLOAD""","""""",92.51,51.64,398.0,397.0,"""SMALL""","""1998""",6775500.0,7.379529186037931e-05,0.0011319830842034348
32090,"""PAYLOAD""","""""",92.55,51.64,400.0,399.0,"""SMALL""","""1998""",6777500.0,7.377351530800442e-05,0.001131493842459857
32091,"""PAYLOAD""","""""",92.4,51.64,395.0,389.0,"""MEDIUM""","""1998""",6770000.0,0.0004431314623338257,0.0011333306831132009
32092,"""PAYLOAD""","""""",92.55,51.64,400.0,399.0,"""SMALL""","""1998""",6777500.0,7.377351530800442e-05,0.001131493842459857
32093,"""PAYLOAD""","""""",92.36,51.64,391.0,389.0,"""MEDIUM""","""1998""",6768000.0,0.00014775413711583924,0.0011338215149378492
32094,"""PAYLOAD""","""""",92.55,51.64,400.0,399.0,"""SMALL""","""1998""",6777500.0,7.377351530800442e-05,0.001131493842459857
32095,"""PAYLOAD""","""""",92.8,51.65,413.0,411.0,"""MEDIUM""","""1998""",6790000.0,0.00014727540500736376,0.0011284456370652992
32097,"""PAYLOAD""","""""",92.74,51.64,412.0,406.0,"""SMALL""","""1998""",6787000.0,0.0004420215117135701,0.0011291757075658807
32098,"""PAYLOAD""","""""",92.27,51.64,389.0,382.0,"""MEDIUM""","""1998""",6763500.0,0.0005174835514156871,0.0011349274425020025
32099,"""PAYLOAD""","""""",92.71,51.64,410.0,404.0,"""SMALL""","""1998""",6785000.0,0.0004421518054532056,0.0011295410971811
32100,"""PAYLOAD""","""""",92.53,51.64,401.0,396.0,"""SMALL""","""1998""",6776500.0,0.0003689220098871099,0.001131738410457795
32102,"""PAYLOAD""","""""",92.83,51.64,416.0,411.0,"""SMALL""","""1998""",6791500.0,0.0003681071928145476,0.0011280809557218546
32103,"""PAYLOAD""","""""",92.82,51.64,415.0,411.0,"""SMALL""","""1998""",6791000.0,0.0002945074363127669,0.0011282024899769423
32104,"""PAYLOAD""","""""",92.82,51.64,415.0,411.0,"""SMALL""","""1998""",6791000.0,0.0002945074363127669,0.0011282024899769423
32105,"""PAYLOAD""","""""",92.82,51.64,414.0,411.0,"""SMALL""","""1998""",6790500.0,0.0002208968411751712,0.0011282024899769423
32106,"""PAYLOAD""","""""",92.86,51.64,417.0,412.0,"""SMALL""","""1998""",6792500.0,0.000368052999631947,0.0011277165100114124
