INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092LZ","49866","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","88.55","82.85","213","192","","","0","SMALL","7965","1982","92","LZ","Y","COSMOS 1408 DEB","1982-092LZ","49866"
"1982-092M","49524","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.32","82.52","510","462","","","0","MEDIUM","7961","1982","92","M","Y","COSMOS 1408 DEB","1982-092M","49524"
"1982-092MA","49867","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-18","94.96","81.72","614","419","","","0","SMALL","7953","1982","92","MA","Y","COSMOS 1408 DEB","1982-092MA","49867"
"1982-092MB","49868","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","97.90","81.78","837","480","","","0","SMALL","7930","1982","92","MB","Y","COSMOS 1408 DEB","1982-092MB","49868"
"1982-092MC","49869","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.19","82.75","389","375","","","0","SMALL","7965","1982","92","MC","Y","COSMOS 1408 DEB","1982-092MC","49869"
"1982-092MD","49870","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.88","82.63","448","384","","","0","SMALL","7965","1982","92","MD","Y","COSMOS 1408 DEB","1982-092MD","49870"
"1982-092ME","49871","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","95.00","81.71","620","417","","","0","SMALL","7931","1982","92","ME","Y","COSMOS 1408 DEB","1982-092ME","49871"
"1982-092MF","49872","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-20","89.92","82.55","287","254","","","0","SMALL","7946","1982","92","MF","Y","COSMOS 1408 DEB","1982-092MF","49872"
"1982-092MG","49873","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.54","82.67","457","438","","","0","SMALL","7965","1982","92","MG","Y","COSMOS 1408 DEB","1982-092MG","49873"
"1982-092MH","49874","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.60","82.39","549","449","","","0","SMALL","7965","1982","92","MH","Y","COSMOS 1408 DEB","1982-092MH","49874"
"1982-092MJ","49875","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.08","82.72","508","441","","","0","SMALL","7965","1982","92","MJ","Y","COSMOS 1408 DEB","1982-092MJ","49875"
"1982-092MK","49876","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.82","82.56","569","450","","","0","SMALL","7965","1982","92","MK","Y","COSMOS 1408 DEB","1982-092MK","49876"
"1982-092ML","49877","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-28","97.14","82.83","808","435","","","0","SMALL","7929","1982","92","ML","Y","COSMOS 1408 DEB","1982-092ML","49877"
"1982-092MM","49878","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.13","82.81","592","458","","","0","SMALL","7964","1982","92","MM","Y","COSMOS 1408 DEB","1982-092MM","49878"
"1982-092MN","49879","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.85","82.60","381","349","","","0","SMALL","7965","1982","92","MN","Y","COSMOS 1408 DEB","1982-092MN","49879"
"1982-092MP","49880","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.57","82.38","545","450","","","0","SMALL","7964","1982","92","MP","Y","COSMOS 1408 DEB","1982-092MP","49880"
"1982-092MQ","49881","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.18","82.57","503","455","","","0","SMALL","7965","1982","92","MQ","Y","COSMOS 1408 DEB","1982-092MQ","49881"
"1982-092MR","49882","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.41","82.84","571","409","","","0","SMALL","7965","1982","92","MR","Y","COSMOS 1408 DEB","1982-092MR","49882"
"1982-092MS","49883","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.93","82.58","379","359","","","0","SMALL","7965","1982","92","MS","Y","COSMOS 1408 DEB","1982-092MS","49883"
"1982-092MT","49884","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.89","82.61","446","386","","","0","SMALL","7965","1982","92","MT","Y","COSMOS 1408 DEB","1982-092MT","49884"
"1982-092MU","49885","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.76","82.58","669","442","","","0","SMALL","7963","1982","92","MU","Y","COSMOS 1408 DEB","1982-092MU","49885"
"1982-092MV","49886","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.05","82.54","584","458","","","0","SMALL","7965","1982","92","MV","Y","COSMOS 1408 DEB","1982-092MV","49886"
"1982-092MW","49887","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.42","82.57","531","449","","","0","SMALL","7965","1982","92","MW","Y","COSMOS 1408 DEB","1982-092MW","49887"
"1982-092MX","49888","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-03","88.97","82.65","231","216","","","0","SMALL","7960","1982","92","MX","Y","COSMOS 1408 DEB","1982-092MX","49888"
"1982-092MY","49889","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.69","82.62","490","420","","","0","SMALL","7964","1982","92","MY","Y","COSMOS 1408 DEB","1982-092MY","49889"
"1982-092MZ","49890","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","89.77","82.54","276","251","","","0","SMALL","7965","1982","92","MZ","Y","COSMOS 1408 DEB","1982-092MZ","49890"
"1982-092N","49525","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.40","82.51","573","407","","","0","SMALL","7965","1982","92","N","Y","COSMOS 1408 DEB","1982-092N","49525"
"1982-092NA","49891","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.75","82.57","380","341","","","0","SMALL","7965","1982","92","NA","Y","COSMOS 1408 DEB","1982-092NA","49891"
"1982-092NB","49892","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.14","82.57","498","456","","","0","MEDIUM","7965","1982","92","NB","Y","COSMOS 1408 DEB","1982-092NB","49892"
"1982-092NC","49893","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.08","82.67","456","394","","","0","SMALL","7965","1982","92","NC","Y","COSMOS 1408 DEB","1982-092NC","49893"
"1982-092ND","49894","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.65","82.86","421","388","","","0","SMALL","7965","1982","92","ND","Y","COSMOS 1408 DEB","1982-092ND","49894"
"1982-092NE","49895","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.77","82.61","376","346","","","0","SMALL","7965","1982","92","NE","Y","COSMOS 1408 DEB","1982-092NE","49895"
"1982-092NF","49896","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.32","82.94","539","432","","","0","SMALL","7965","1982","92","NF","Y","COSMOS 1408 DEB","1982-092NF","49896"
"1982-092NG","49897","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.53","82.58","531","460","","","0","SMALL","7965","1982","92","NG","Y","COSMOS 1408 DEB","1982-092NG","49897"
"1982-092NH","49898","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.74","82.60","881","420","","","0","SMALL","7965","1982","92","NH","Y","COSMOS 1408 DEB","1982-092NH","49898"
"1982-092NJ","49899","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.34","82.60","613","457","","","0","SMALL","7965","1982","92","NJ","Y","COSMOS 1408 DEB","1982-092NJ","49899"
"1982-092NK","49900","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-18","89.01","82.49","233","218","","","0","SMALL","7945","1982","92","NK","Y","COSMOS 1408 DEB","1982-092NK","49900"
"1982-092NL","49901","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.95","82.79","522","414","","","0","SMALL","7965","1982","92","NL","Y","COSMOS 1408 DEB","1982-092NL","49901"
"1982-092NM","49902","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-17","93.01","82.46","488","356","","","0","SMALL","7945","1982","92","NM","Y","COSMOS 1408 DEB","1982-092NM","49902"
"1982-092NN","49903","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-09","91.68","82.75","384","330","","","0","SMALL","7939","1982","92","NN","Y","COSMOS 1408 DEB","1982-092NN","49903"
"1982-092NP","49904","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-26","90.46","82.64","316","279","","","0","SMALL","7921","1982","92","NP","Y","COSMOS 1408 DEB","1982-092NP","49904"
"1982-092NQ","49905","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-15","95.55","81.83","655","436","","","0","SMALL","7946","1982","92","NQ","Y","COSMOS 1408 DEB","1982-092NQ","49905"
"1982-092NR","49906","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.59","82.64","481","420","","","0","SMALL","7965","1982","92","NR","Y","COSMOS 1408 DEB","1982-092NR","49906"
"1982-092NS","49907","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.79","82.55","761","449","","","0","SMALL","7965","1982","92","NS","Y","COSMOS 1408 DEB","1982-092NS","49907"
"1982-092NT","49908","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.91","82.59","430","404","","","0","SMALL","7965","1982","92","NT","Y","COSMOS 1408 DEB","1982-092NT","49908"
"1982-092NU","49909","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.58","82.44","737","453","","","0","SMALL","7965","1982","92","NU","Y","COSMOS 1408 DEB","1982-092NU","49909"
"1982-092NV","49910","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.44","82.42","721","455","","","0","SMALL","7964","1982","92","NV","Y","COSMOS 1408 DEB","1982-092NV","49910"
"1982-092NW","49911","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.89","82.53","594","432","","","0","SMALL","7965","1982","92","NW","Y","COSMOS 1408 DEB","1982-092NW","49911"
"1982-092NX","49912","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.31","82.48","515","455","","","0","SMALL","7965","1982","92","NX","Y","COSMOS 1408 DEB","1982-092NX","49912"
"1982-092NY","49913","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.02","82.45","456","389","","","0","SMALL","7965","1982","92","NY","Y","COSMOS 1408 DEB","1982-092NY","49913"
"1982-092NZ","49914","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-09","95.38","81.82","638","436","","","0","SMALL","7946","1982","92","NZ","Y","COSMOS 1408 DEB","1982-092NZ","49914"
"1982-092P","49526","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.02","82.55","395","353","","","0","SMALL","7965","1982","92","P","Y","COSMOS 1408 DEB","1982-092P","49526"
"1982-092PA","49915","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.37","82.62","613","460","","","0","SMALL","7964","1982","92","PA","Y","COSMOS 1408 DEB","1982-092PA","49915"
"1982-092PB","49916","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-04","89.18","82.40","245","223","","","0","SMALL","7959","1982","92","PB","Y","COSMOS 1408 DEB","1982-092PB","49916"
"1982-092PC","49917","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","98.09","82.55","877","458","","","0","SMALL","7962","1982","92","PC","Y","COSMOS 1408 DEB","1982-092PC","49917"
"1982-092PD","49918","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.71","82.63","476","436","","","0","SMALL","7965","1982","92","PD","Y","COSMOS 1408 DEB","1982-092PD","49918"
"1982-092PE","49919","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.53","82.61","424","373","","","0","SMALL","7965","1982","92","PE","Y","COSMOS 1408 DEB","1982-092PE","49919"
"1982-092PF","49920","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-19","89.94","82.81","295","248","","","0","SMALL","7920","1982","92","PF","Y","COSMOS 1408 DEB","1982-092PF","49920"
"1982-092PG","49921","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.89","82.60","384","351","","","0","SMALL","7965","1982","92","PG","Y","COSMOS 1408 DEB","1982-092PG","49921"
"1982-092PH","49966","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.00","82.43","501","440","","","0","SMALL","7965","1982","92","PH","Y","COSMOS 1408 DEB","1982-092PH","49966"
"1982-092PJ","49967","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.21","82.46","757","397","","","0","SMALL","7965","1982","92","PJ","Y","COSMOS 1408 DEB","1982-092PJ","49967"
"1982-092PK","49968","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.58","82.45","392","312","","","0","SMALL","7965","1982","92","PK","Y","COSMOS 1408 DEB","1982-092PK","49968"
"1982-092PL","49969","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.30","82.41","449","326","","","0","SMALL","7965","1982","92","PL","Y","COSMOS 1408 DEB","1982-092PL","49969"
"1982-092PM","49970","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-03","89.26","82.34","249","227","","","0","SMALL","7959","1982","92","PM","Y","COSMOS 1408 DEB","1982-092PM","49970"
"1982-092PN","49971","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.96","82.53","605","428","","","0","MEDIUM","7965","1982","92","PN","Y","COSMOS 1408 DEB","1982-092PN","49971"
"1982-092PP","49972","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-20","90.73","82.45","332","289","","","0","SMALL","7913","1982","92","PP","Y","COSMOS 1408 DEB","1982-092PP","49972"
"1982-092PQ","49973","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.78","82.62","374","350","","","0","SMALL","7965","1982","92","PQ","Y","COSMOS 1408 DEB","1982-092PQ","49973"
"1982-092PR","49974","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.55","82.64","660","431","","","0","SMALL","7965","1982","92","PR","Y","COSMOS 1408 DEB","1982-092PR","49974"
"1982-092PS","49975","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-24","90.57","83.14","311","294","","","0","SMALL","7953","1982","92","PS","Y","COSMOS 1408 DEB","1982-092PS","49975"
"1982-092PT","49976","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.49","83.42","623","461","","","0","SMALL","7962","1982","92","PT","Y","COSMOS 1408 DEB","1982-092PT","49976"
"1982-092PU","49977","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.76","82.60","483","433","","","0","SMALL","7965","1982","92","PU","Y","COSMOS 1408 DEB","1982-092PU","49977"
"1982-092PV","49978","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.20","82.70","353","314","","","0","MEDIUM","7965","1982","92","PV","Y","COSMOS 1408 DEB","1982-092PV","49978"
"1982-092PW","49979","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.82","82.46","330","299","","","0","SMALL","7965","1982","92","PW","Y","COSMOS 1408 DEB","1982-092PW","49979"
"1982-092PX","49980","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.67","82.60","433","378","","","0","SMALL","7965","1982","92","PX","Y","COSMOS 1408 DEB","1982-092PX","49980"
"1982-092PY","49981","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.39","82.56","514","464","","","0","SMALL","7956","1982","92","PY","Y","COSMOS 1408 DEB","1982-092PY","49981"
"1982-092PZ","49982","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.76","82.55","551","463","","","0","SMALL","7961","1982","92","PZ","Y","COSMOS 1408 DEB","1982-092PZ","49982"
"1982-092Q","49527","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","101.93","82.40","1235","464","","","0","SMALL","7964","1982","92","Q","Y","COSMOS 1408 DEB","1982-092Q","49527"
"1982-092QA","49983","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-14","95.65","81.72","675","424","","","0","SMALL","7946","1982","92","QA","Y","COSMOS 1408 DEB","1982-092QA","49983"
"1982-092QB","49984","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.79","82.58","517","403","","","0","MEDIUM","7965","1982","92","QB","Y","COSMOS 1408 DEB","1982-092QB","49984"
"1982-092QC","49985","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.16","82.58","706","442","","","0","SMALL","7965","1982","92","QC","Y","COSMOS 1408 DEB","1982-092QC","49985"
"1982-092QD","49986","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.76","82.59","490","427","","","0","SMALL","7965","1982","92","QD","Y","COSMOS 1408 DEB","1982-092QD","49986"
"1982-092QE","49987","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-14","93.48","82.83","509","381","","","0","SMALL","7912","1982","92","QE","Y","COSMOS 1408 DEB","1982-092QE","49987"
"1982-092QF","49988","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-30","89.63","82.36","266","246","","","0","SMALL","7956","1982","92","QF","Y","COSMOS 1408 DEB","1982-092QF","49988"
"1982-092QG","49989","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-21","89.57","82.47","262","245","","","0","SMALL","7946","1982","92","QG","Y","COSMOS 1408 DEB","1982-092QG","49989"
"1982-092QH","49990","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.88","82.78","344","292","","","0","SMALL","7965","1982","92","QH","Y","COSMOS 1408 DEB","1982-092QH","49990"
"1982-092QJ","49991","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.13","82.53","611","440","","","0","SMALL","7965","1982","92","QJ","Y","COSMOS 1408 DEB","1982-092QJ","49991"
"1982-092QK","49992","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.77","82.52","773","435","","","0","SMALL","7965","1982","92","QK","Y","COSMOS 1408 DEB","1982-092QK","49992"
"1982-092QL","49993","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-22","88.51","82.68","212","190","","","0","SMALL","7953","1982","92","QL","Y","COSMOS 1408 DEB","1982-092QL","49993"
"1982-092QM","49994","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.33","82.38","526","446","","","0","SMALL","7964","1982","92","QM","Y","COSMOS 1408 DEB","1982-092QM","49994"
"1982-092QN","49995","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-02-01","88.51","82.46","206","196","","","0","SMALL","7959","1982","92","QN","Y","COSMOS 1408 DEB","1982-092QN","49995"
"1982-092QP","49996","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.73","82.65","650","457","","","0","SMALL","7964","1982","92","QP","Y","COSMOS 1408 DEB","1982-092QP","49996"
"1982-092QQ","49997","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.76","83.00","678","433","","","0","SMALL","7965","1982","92","QQ","Y","COSMOS 1408 DEB","1982-092QQ","49997"
"1982-092QR","49998","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.13","82.51","501","452","","","0","SMALL","7964","1982","92","QR","Y","COSMOS 1408 DEB","1982-092QR","49998"
"1982-092QS","49999","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.48","82.48","654","430","","","0","SMALL","7964","1982","92","QS","Y","COSMOS 1408 DEB","1982-092QS","49999"
"1982-092QT","50007","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.71","82.47","569","440","","","0","SMALL","7965","1982","92","QT","Y","COSMOS 1408 DEB","1982-092QT","50007"
"1982-092QU","50008","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.60","82.54","646","449","","","0","SMALL","7963","1982","92","QU","Y","COSMOS 1408 DEB","1982-092QU","50008"
"1982-092QV","50009","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-20","96.90","81.78","769","451","","","0","SMALL","7953","1982","92","QV","Y","COSMOS 1408 DEB","1982-092QV","50009"
"1982-092QW","50010","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.48","82.56","523","464","","","0","MEDIUM","7963","1982","92","QW","Y","COSMOS 1408 DEB","1982-092QW","50010"
"1982-092QX","50011","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.28","82.75","621","443","","","0","SMALL","7965","1982","92","QX","Y","COSMOS 1408 DEB","1982-092QX","50011"
"1982-092QY","50012","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.63","82.59","538","463","","","0","MEDIUM","7961","1982","92","QY","Y","COSMOS 1408 DEB","1982-092QY","50012"
"1982-092QZ","50013","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.46","82.59","459","428","","","0","SMALL","7965","1982","92","QZ","Y","COSMOS 1408 DEB","1982-092QZ","50013"
"1982-092R","49528","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","99.71","82.98","1076","413","","","0","MEDIUM","7964","1982","92","R","Y","COSMOS 1408 DEB","1982-092R","49528"
"1982-092RA","50014","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.26","82.57","608","455","","","0","SMALL","7957","1982","92","RA","Y","COSMOS 1408 DEB","1982-092RA","50014"
"1982-092RB","50015","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.39","82.52","845","423","","","0","SMALL","7965","1982","92","RB","Y","COSMOS 1408 DEB","1982-092RB","50015"
"1982-092RC","50016","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.10","82.64","414","340","","","0","SMALL","7965","1982","92","RC","Y","COSMOS 1408 DEB","1982-092RC","50016"
"1982-092RD","50017","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.22","82.65","379","290","","","0","SMALL","7965","1982","92","RD","Y","COSMOS 1408 DEB","1982-092RD","50017"
"1982-092RE","50018","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.13","82.60","455","401","","","0","SMALL","7965","1982","92","RE","Y","COSMOS 1408 DEB","1982-092RE","50018"
"1982-092RF","50019","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.73","82.64","393","327","","","0","SMALL","7965","1982","92","RF","Y","COSMOS 1408 DEB","1982-092RF","50019"
"1982-092RG","50020","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.07","82.63","482","465","","","0","SMALL","7962","1982","92","RG","Y","COSMOS 1408 DEB","1982-092RG","50020"
"1982-092RH","50021","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.03","82.62","518","424","","","0","SMALL","7965","1982","92","RH","Y","COSMOS 1408 DEB","1982-092RH","50021"
"1982-092RJ","50022","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.28","82.82","531","436","","","0","SMALL","7965","1982","92","RJ","Y","COSMOS 1408 DEB","1982-092RJ","50022"
"1982-092RK","50023","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.02","82.58","579","461","","","0","SMALL","7963","1982","92","RK","Y","COSMOS 1408 DEB","1982-092RK","50023"
"1982-092RL","50024","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.10","82.60","457","396","","","0","SMALL","7965","1982","92","RL","Y","COSMOS 1408 DEB","1982-092RL","50024"
"1982-092RM","50025","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.85","83.00","334","299","","","0","SMALL","7965","1982","92","RM","Y","COSMOS 1408 DEB","1982-092RM","50025"
"1982-092RN","50026","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.73","82.58","478","436","","","0","MEDIUM","7965","1982","92","RN","Y","COSMOS 1408 DEB","1982-092RN","50026"
"1982-092RP","50027","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.50","82.40","627","458","","","0","SMALL","7965","1982","92","RP","Y","COSMOS 1408 DEB","1982-092RP","50027"
"1982-092RQ","50028","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.07","83.28","501","446","","","0","SMALL","7964","1982","92","RQ","Y","COSMOS 1408 DEB","1982-092RQ","50028"
"1982-092RR","50029","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.32","83.21","469","406","","","0","SMALL","7965","1982","92","RR","Y","COSMOS 1408 DEB","1982-092RR","50029"
"1982-092RS","50030","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-06","92.83","83.15","470","357","","","0","SMALL","7935","1982","92","RS","Y","COSMOS 1408 DEB","1982-092RS","50030"
"1982-092RT","50031","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.67","82.56","471","437","","","0","SMALL","7965","1982","92","RT","Y","COSMOS 1408 DEB","1982-092RT","50031"
"1982-092RU","50032","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.01","82.57","485","456","","","0","SMALL","7964","1982","92","RU","Y","COSMOS 1408 DEB","1982-092RU","50032"
"1982-092RV","50033","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-22","89.26","82.73","251","225","","","0","SMALL","7953","1982","92","RV","Y","COSMOS 1408 DEB","1982-092RV","50033"
"1982-092RW","50034","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.42","82.54","308","282","","","0","SMALL","7958","1982","92","RW","Y","COSMOS 1408 DEB","1982-092RW","50034"
"1982-092RX","50035","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.46","82.63","635","447","","","0","SMALL","7963","1982","92","RX","Y","COSMOS 1408 DEB","1982-092RX","50035"
"1982-092RY","50036","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.02","82.61","506","436","","","0","SMALL","7965","1982","92","RY","Y","COSMOS 1408 DEB","1982-092RY","50036"
